gene_names,tau,std,stat,rej,pvalue,padj,pvalue_emp_null_adj,padj_emp_null_adj
FAM222A,0.27772047407948985,0.11764304431304043,2.360704584798859,0.0,0.020585163252741973,0.13265912071440167,0.12988311283763934,0.8186982287992701
CCDC65,-0.575167127014499,0.0873160236988682,-6.587188727215877,0.0,4.437433197878945e-09,6.721682750667889e-07,4.186699203209118e-05,0.006341878865894182
RDH16,-0.059070066105317155,0.20481982826264927,-0.2884001349203802,0.0,0.7738237276976181,0.91201057854092,0.836292624492591,0.9972311548296766
DHH,0.34085084994632775,0.306610943919004,1.111672158826688,0.0,0.2694897293031599,0.5777892429231238,0.47925151037240177,0.9972311548296766
NPFF,0.1744077081238999,0.14456400053984128,1.2064394141875856,0.0,0.23111173155100112,0.5360379081800996,0.4418237195566157,0.9972311548296766
BRCA2,0.019726859667399455,0.18569614213339686,0.10623193051166593,0.0,0.9156566196171,0.9666593922615475,0.9591117847170908,0.9973902057670463
MORN3,0.02926639117808711,0.08042694626552356,0.36388788256943516,0.0,0.7168687921855039,0.8882897168676002,0.826120209773042,0.9972311548296766
SLAIN1,-0.010187119989104354,0.04720926049966073,-0.2157864766633564,0.0,0.8296969819354558,0.9346904868241088,0.8734903463055523,0.9972311548296766
SRRM4,0.014162602749101928,0.04420730324072658,0.32036794173987154,0.0,0.749508811650822,0.9026320166717854,0.8483449977654747,0.9972311548296766
METTL21C,0.1278710831238364,0.2100955307198254,0.6086330474795294,0.0,0.5444313581474693,0.7968135000241633,0.7042793418584976,0.9972311548296766
TTC6,-0.06482182643871799,0.14248147475364958,-0.45494915427282673,0.0,0.650452263749556,0.8546719934729045,0.752453938755089,0.9972311548296766
SSTR1,0.03536027428724472,0.1669355847629694,0.21181987254216952,0.0,0.8328728521894966,0.9356831630618183,0.9043104486689387,0.9972311548296766
REM2,0.30501669596359365,0.2851947823440526,1.0695030724497208,0.0,0.28807151433995953,0.5943154071915581,0.4965452161947804,0.9972311548296766
CBLN3,-0.13630493782016972,0.2665302026897153,-0.5114052232904012,0.0,0.6104565769180903,0.8347066764614705,0.724573317131818,0.9972311548296766
FITM1,0.016386663217807917,0.19962366712790067,0.0820877777348356,0.0,0.9347987432070894,0.9737522385178867,0.9717032128361376,0.9973902057670463
MDGA2,0.07375864962448785,0.05067042215407439,1.45565492626465,0.0,0.14926144212235273,0.4309045772642401,0.3518475871879695,0.9918971311517639
SYT16,-0.016677180377244222,0.026237996306917765,-0.6356118120516393,0.0,0.5267820828662314,0.78625877138908,0.6646777804017789,0.9972311548296766
ADAM21,-0.8216022347314074,0.1521211705694985,-5.400972341032887,0.0,7.156054772290019e-07,4.856986374082777e-05,0.0006404376117631832,0.04356278546650043
RDH12,-0.40519023819328653,0.16167731670650534,-2.5061662727173593,0.0,0.014159169904235186,0.10508199001283954,0.10037035589767068,0.7619696204572092
ESR2,0.015697768695409557,0.0796175330736419,0.1971647210029727,0.0,0.8441891283796225,0.9390331548913049,0.9118482840072082,0.9972311548296766
KCNH5,0.09104597285826628,0.09479587215987177,0.9604423777516247,0.0,0.3406335987980126,0.6437533941413521,0.5431115362707766,0.9972311548296766
STON2,0.34006128022865173,0.21722040800509956,1.5655125747699925,0.0,0.1212806246762991,0.38700498440583003,0.3162442204238224,0.9846754602732904
CLBA1,-0.06045379428440283,0.0859947691179967,-0.7029938553756901,0.0,0.4841202916393307,0.7573029291934353,0.6331117564143981,0.9972311548296766
