"","gene_names"
"18106","CASKIN2"
"18107","TSEN54"
"18108","LLGL2"
"18109","MYO15B"
"18110","RECQL5"
"18111","SAP30BP"
"18112","ITGB4"
"18113","GALK1"
"18114","H3F3B"
"18115","UNK"
"18116","UNC13D"
"18117","WBP2"
"18118","TRIM47"
"18119","TRIM65"
"18120","MRPL38"
"18121","AC087289.3"
"18122","FBF1"
"18123","ACOX1"
"18124","TEN1"
"18125","CDK3"
"18126","EVPL"
"18127","SRP68"
"18128","ZACN"
"18129","EXOC7"
"18130","RNF157-AS1"
"18131","RNF157"
"18132","UBALD2"
"18133","QRICH2"
"18134","PRPSAP1"
"18135","UBE2O"
"18136","AANAT"
"18137","RHBDF2"
"18138","CYGB"
"18139","PRCD"
"18140","AC015802.4"
"18141","AC015802.6"
"18142","ST6GALNAC2"
"18143","ST6GALNAC1"
"18144","AC005837.1"
"18145","MXRA7"
"18146","JMJD6"
"18147","METTL23"
"18148","AC005837.2"
"18149","SRSF2"
"18150","MFSD11"
"18151","LINC02080"
"18152","LINC00868"
"18153","MGAT5B"
"18154","SEC14L1"
"18155","SEPT9"
"18156","AC021683.3"
"18157","AC021683.2"
"18158","TNRC6C"
"18159","TMC6"
"18160","TMC8"
"18161","C17ORF99"
"18162","SYNGR2"
"18163","TK1"
"18164","AFMID"
"18165","BIRC5"
"18166","TMEM235"
"18167","LINC01993"
"18168","AC087645.2"
"18169","SOCS3"
"18170","PGS1"
"18171","DNAH17"
"18172","CYTH1"
"18173","USP36"
"18174","TIMP2"
"18175","LGALS3BP"
"18176","CANT1"
"18177","C1QTNF1"
"18178","ENGASE"
"18179","RBFOX3"
"18180","CBX8"
"18181","CBX4"
"18182","TBC1D16"
"18183","CCDC40"
"18184","GAA"
"18185","EIF4A3"
"18186","CARD14"
"18187","AC087741.1"
"18188","SGSH"
"18189","SLC26A11"
"18190","RNF213"
"18191","AC124319.3"
"18192","AC124319.2"
"18193","ENDOV"
"18194","NPTX1"
"18195","RPTOR"
"18196","CHMP6"
"18197","AC127496.5"
"18198","BAIAP2-DT"
"18199","BAIAP2"
"18200","AATK"
"18201","PVALEF"
"18202","CEP131"
"18203","TEPSIN"
"18204","NDUFAF8"
"18205","SLC38A10"
"18206","AC027601.4"
"18207","AC110285.6"
"18208","AC110285.1"
"18209","AC110285.5"
"18210","AC110285.2"
"18211","BAHCC1"
"18212","LINC01971"
"18213","ACTG1"
"18214","AC139149.1"
"18215","FAAP100"
"18216","NPLOC4"
"18217","TSPAN10"
"18218","PDE6G"
"18219","OXLD1"
"18220","CCDC137"
"18221","ARL16"
"18222","HGS"
"18223","AC139530.3"
"18224","AC139530.1"
"18225","AC139530.2"
"18226","SLC25A10"
"18227","MCRIP1"
"18228","P4HB"
"18229","ARHGDIA"
"18230","AC145207.5"
"18231","ALYREF"
"18232","ANAPC11"
"18233","NPB"
"18234","PCYT2"
"18235","SIRT7"
"18236","MAFG"
"18237","MAFG-DT"
"18238","PYCR1"
"18239","MYADML2"
"18240","AC145207.1"
"18241","NOTUM"
"18242","ASPSCR1"
"18243","CENPX"
"18244","LRRC45"
"18245","RAC3"
"18246","DCXR"
"18247","AC137723.1"
"18248","RFNG"
"18249","GPS1"
"18250","DUS1L"
"18251","FASN"
"18252","CCDC57"
"18253","AC132872.2"
"18254","SLC16A3"
"18255","CSNK1D"
"18256","AC132872.1"
"18257","CD7"
"18258","SECTM1"
"18259","AC132938.1"
"18260","OGFOD3"
"18261","HEXDC"
"18262","CYBC1"
"18263","NARF"
"18264","FOXK2"
"18265","AC124283.1"
"18266","WDR45B"
"18267","RAB40B"
"18268","AC024361.2"
"18269","FN3KRP"
"18270","FN3K"
"18271","TBCD"
"18272","ZNF750"
"18273","B3GNTL1"
"18274","METRNL"
"18275","AC144831.1"
"18276","AC139099.2"
"18277","AC139099.3"
"18278","AP001005.3"
"18279","USP14"
"18280","THOC1"
"18281","AP000845.1"
"18282","COLEC12"
"18283","CLUL1"
"18284","AP001178.3"
"18285","TYMS"
"18286","ENOSF1"
"18287","YES1"
"18288","AP000894.3"
"18289","ADCYAP1"
"18290","AP005328.2"
"18291","AP005328.1"
"18292","LINC00470"
"18293","AC008109.1"
"18294","AC019183.1"
"18295","AP005230.1"
"18296","METTL4"
"18297","NDC80"
"18298","SMCHD1"
"18299","AP001011.1"
"18300","EMILIN2"
"18301","LPIN2"
"18302","AP000919.2"
"18303","AP000919.3"
"18304","MYOM1"
"18305","AP005329.2"
"18306","MYL12A"
"18307","AP005329.1"
"18308","MYL12B"
"18309","AP001025.1"
"18310","TGIF1"
"18311","DLGAP1"
"18312","DLGAP1-AS1"
"18313","DLGAP1-AS2"
"18314","AP002478.1"
"18315","DLGAP1-AS3"
"18316","DLGAP1-AS4"
"18317","DLGAP1-AS5"
"18318","AP005203.1"
"18319","AKAIN1"
"18320","AP001496.2"
"18321","LINC00667"
"18322","ZBTB14"
"18323","AP005671.1"
"18324","EPB41L3"
"18325","AP005059.2"
"18326","AP005059.1"
"18327","MIR3976HG"
"18328","TMEM200C"
"18329","AP005433.1"
"18330","L3MBTL4"
"18331","AP001021.1"
"18332","AP001021.2"
"18333","L3MBTL4-AS1"
"18334","LINC01387"
"18335","ARHGAP28"
"18336","LAMA1"
"18337","PTPRM"
"18338","RAB12"
"18339","GACAT2"
"18340","MTCL1"
"18341","NDUFV2"
"18342","AP005899.1"
"18343","NDUFV2-AS1"
"18344","ANKRD12"
"18345","AP001033.1"
"18346","TWSG1"
"18347","RALBP1"
"18348","PPP4R1"
"18349","PPP4R1-AS1"
"18350","RAB31"
"18351","VAPA"
"18352","NAPG"
"18353","AP001099.1"
"18354","LINC01887"
"18355","PIEZO2"
"18356","GNAL"
"18357","MPPE1"
"18358","AP001269.4"
"18359","IMPA2"
"18360","ANKRD62"
"18361","CIDEA"
"18362","TUBB6"
"18363","AFG3L2"
"18364","PRELID3A"
"18365","AP001029.1"
"18366","AP001029.2"
"18367","SPIRE1"
"18368","PSMG2"
"18369","CEP76"
"18370","AP005482.1"
"18371","PTPN2"
"18372","SEH1L"
"18373","AP002449.1"
"18374","CEP192"
"18375","LDLRAD4"
"18376","AP005131.5"
"18377","AP005131.1"
"18378","AP005131.3"
"18379","FAM210A"
"18380","RNMT"
"18381","ZNF519"
"18382","ANKRD30B"
"18383","AP006565.1"
"18384","AP005121.1"
"18385","LINC01443"
"18386","AP005242.1"
"18387","AP005901.2"
"18388","ROCK1"
"18389","GREB1L"
"18390","AC015878.1"
"18391","ESCO1"
"18392","SNRPD1"
"18393","ABHD3"
"18394","AC106037.2"
"18395","MIB1"
"18396","MIR133A1HG"
"18397","AC103987.2"
"18398","LINC01900"
"18399","GATA6"
"18400","CTAGE1"
"18401","AC090912.1"
"18402","RBBP8"
"18403","CABLES1"
"18404","TMEM241"
"18405","RIOK3"
"18406","RMC1"
"18407","NPC1"
"18408","ANKRD29"
"18409","LAMA3"
"18410","AC010754.1"
"18411","TTC39C"
"18412","TTC39C-AS1"
"18413","AC090772.2"
"18414","AC090772.1"
"18415","CABYR"
"18416","AC090772.3"
"18417","OSBPL1A"
"18418","AC023983.1"
"18419","AC023983.2"
"18420","IMPACT"
"18421","HRH4"
"18422","AC007922.3"
"18423","LINC01915"
"18424","AC018697.1"
"18425","LINC01894"
"18426","ZNF521"
"18427","SS18"
"18428","PSMA8"
"18429","TAF4B"
"18430","KCTD1"
"18431","AQP4-AS1"
"18432","PCAT18"
"18433","AQP4"
"18434","CHST9"
"18435","LINC01908"
"18436","AC090403.1"
"18437","AC021382.1"
"18438","CDH2"
"18439","AC110015.1"
"18440","DSC2"
"18441","DSCAS"
"18442","DSC1"
"18443","DSG1-AS1"
"18444","DSG3"
"18445","DSG2"
"18446","B4GALT6"
"18447","AC017100.1"
"18448","TRAPPC8"
"18449","AC022960.1"
"18450","AC009831.1"
"18451","RNF125"
"18452","AC011825.4"
"18453","RNF138"
"18454","AC011825.2"
"18455","GAREM1"
"18456","MEP1B"
"18457","AC025887.2"
"18458","KLHL14"
"18459","AC090371.2"
"18460","CCDC178"
"18461","AC091198.1"
"18462","ASXL3"
"18463","NOL4"
"18464","AC104985.2"
"18465","DTNA"
"18466","AC022601.1"
"18467","MAPRE2"
"18468","AC015967.1"
"18469","ZNF397"
"18470","ZSCAN30"
"18471","AC011815.2"
"18472","ZNF24"
"18473","ZNF396"
"18474","GALNT1"
"18475","AC090229.1"
"18476","C18ORF21"
"18477","RPRD1A"
"18478","SLC39A6"
"18479","ELP2"
"18480","MOCOS"
"18481","FHOD3"
"18482","TPGS2"
"18483","KIAA1328"
"18484","AC016493.1"
"18485","AC015961.1"
"18486","CELF4"
"18487","AC015961.2"
"18488","AC016205.1"
"18489","LINC01901"
"18490","LINC01902"
"18491","AC021504.1"
"18492","PIK3C3"
"18493","LINC00907"
"18494","RIT2"
"18495","SYT4"
"18496","LINC01478"
"18497","SETBP1"
"18498","AC090376.1"
"18499","SLC14A2"
"18500","SLC14A2-AS1"
"18501","AC023421.2"
"18502","SLC14A1"
"18503","EPG5"
"18504","PSTPIP2"
"18505","ATP5F1A"
"18506","HAUS1"
"18507","C18ORF25"
"18508","RNF165"
"18509","LOXHD1"
"18510","ST8SIA5"
"18511","AC090241.3"
"18512","PIAS2"
"18513","KATNAL2"
"18514","AC012254.1"
"18515","HDHD2"
"18516","MIR4527HG"
"18517","SMAD2"
"18518","ZBTB7C"
"18519","CTIF"
"18520","AC048380.1"
"18521","AC093567.1"
"18522","SMAD7"
"18523","AC016866.1"
"18524","DYM"
"18525","AC016866.2"
"18526","AC044840.1"
"18527","C18ORF32"
"18528","LIPG"
"18529","ACAA2"
"18530","AC090227.1"
"18531","SNHG22"
"18532","MYO5B"
"18533","CFAP53"
"18534","MBD1"
"18535","CXXC1"
"18536","SKA1"
"18537","MAPK4"
"18538","MRO"
"18539","ME2"
"18540","AC091551.1"
"18541","SMAD4"
"18542","MEX3C"
"18543","LINC01630"
"18544","DCC"
"18545","AC103949.1"
"18546","MBD2"
"18547","AC093462.1"
"18548","POLI"
"18549","STARD6"
"18550","C18ORF54"
"18551","RAB27B"
"18552","CCDC68"
"18553","TCF4"
"18554","TCF4-AS1"
"18555","TCF4-AS2"
"18556","AC022031.2"
"18557","LINC01415"
"18558","LINC01416"
"18559","AC006305.1"
"18560","TXNL1"
"18561","WDR7"
"18562","ST8SIA3"
"18563","ONECUT2"
"18564","FECH"
"18565","NARS"
"18566","AC027097.2"
"18567","ATP8B1"
"18568","NEDD4L"
"18569","AC090236.1"
"18570","ALPK2"
"18571","MALT1"
"18572","AC104365.1"
"18573","ZNF532"
"18574","SEC11C"
"18575","GRP"
"18576","CPLX4"
"18577","LMAN1"
"18578","CCBE1"
"18579","AC090771.2"
"18580","MC4R"
"18581","AC113137.1"
"18582","CDH20"
"18583","AC105094.2"
"18584","RNF152"
"18585","PIGN"
"18586","KIAA1468"
"18587","TNFRSF11A"
"18588","ZCCHC2"
"18589","PHLPP1"
"18590","BCL2"
"18591","KDSR"
"18592","AC036176.1"
"18593","VPS4B"
"18594","SERPINB7"
"18595","SERPINB2"
"18596","AC009802.1"
"18597","SERPINB8"
"18598","LINC01924"
"18599","LINC01538"
"18600","CDH7"
"18601","CDH19"
"18602","AC110597.1"
"18603","DSEL"
"18604","AC110597.3"
"18605","AC114689.3"
"18606","LINC01903"
"18607","AC068112.1"
"18608","TMX3"
"18609","CCDC102B"
"18610","DOK6"
"18611","AC119868.2"
"18612","AC068254.1"
"18613","CD226"
"18614","RTTN"
"18615","SOCS6"
"18616","LINC01909"
"18617","GTSCR1"
"18618","AC091691.2"
"18619","LINC01899"
"18620","AC069114.1"
"18621","CBLN2"
"18622","NETO1"
"18623","AC091138.1"
"18624","AC090125.1"
"18625","FBXO15"
"18626","TIMM21"
"18627","CYB5A"
"18628","C18ORF63"
"18629","FAM69C"
"18630","CNDP2"
"18631","CNDP1"
"18632","LINC00909"
"18633","ZNF407"
"18634","ZADH2"
"18635","TSHZ1"
"18636","AC116003.1"
"18637","ZNF516"
"18638","AC009716.1"
"18639","LINC00908"
"18640","LINC00683"
"18641","ZNF236-DT"
"18642","ZNF236"
"18643","AC093330.1"
"18644","MBP"
"18645","AC100863.1"
"18646","GALR1"
"18647","AC124254.1"
"18648","ATP9B"
"18649","NFATC1"
"18650","AC068473.4"
"18651","AC068473.1"
"18652","CTDP1"
"18653","AC021594.2"
"18654","KCNG2"
"18655","PQLC1"
"18656","HSBP1L1"
"18657","TXNL4A"
"18658","AC090360.1"
"18659","ADNP2"
"18660","PARD6G-AS1"
"18661","PARD6G"
"18662","AC139100.1"
"18663","C20ORF96"
"18664","ZCCHC3"
"18665","NRSN2-AS1"
"18666","SOX12"
"18667","NRSN2"
"18668","TRIB3"
"18669","RBCK1"
"18670","TBC1D20"
"18671","CSNK2A1"
"18672","SRXN1"
"18673","FAM110A"
"18674","ANGPT4"
"18675","RSPO4"
"18676","PSMF1"
"18677","TMEM74B"
"18678","C20ORF202"
"18679","RAD21L1"
"18680","SNPH"
"18681","SDCBP2"
"18682","AL136531.2"
"18683","SDCBP2-AS1"
"18684","NSFL1C"
"18685","SIRPG"
"18686","AL121760.1"
"18687","AL117335.1"
"18688","SIRPA"
"18689","PDYN-AS1"
"18690","PDYN"
"18691","STK35"
"18692","AL121899.1"
"18693","TGM3"
"18694","TGM6"
"18695","SNRPB"
"18696","AL049650.1"
"18697","ZNF343"
"18698","TMC2"
"18699","NOP56"
"18700","IDH3B"
"18701","AL049712.1"
"18702","EBF4"
"18703","PCED1A"
"18704","VPS16"
"18705","PTPRA"
"18706","GNRH2"
"18707","MRPS26"
"18708","UBOX5-AS1"
"18709","UBOX5"
"18710","LZTS3"
"18711","DDRGK1"
"18712","ITPA"
"18713","SLC4A11"
"18714","C20ORF194"
"18715","ATRN"
"18716","ADAM33"
"18717","SIGLEC1"
"18718","HSPA12B"
"18719","C20ORF27"
"18720","SPEF1"
"18721","CENPB"
"18722","CDC25B"
"18723","LINC01730"
"18724","AP5S1"
"18725","MAVS"
"18726","AL353194.1"
"18727","PANK2"
"18728","RNF24"
"18729","SMOX"
"18730","ADRA1D"
"18731","AL121781.1"
"18732","PRNP"
"18733","RASSF2"
"18734","SLC23A2"
"18735","TMEM230"
"18736","PCNA"
"18737","CDS2"
"18738","PROKR2"
"18739","LINC00658"
"18740","LINC00654"
"18741","AL109935.1"
"18742","GPCPD1"
"18743","SHLD1"
"18744","CHGB"
"18745","TRMT6"
"18746","MCM8"
"18747","MCM8-AS1"
"18748","AL035461.2"
"18749","CRLS1"
"18750","FERMT1"
"18751","CASC20"
"18752","BMP2"
"18753","AL096799.1"
"18754","LINC01428"
"18755","HAO1"
"18756","TMX4"
"18757","AL021396.1"
"18758","PLCB1"
"18759","PLCB4"
"18760","LAMP5-AS1"
"18761","LAMP5"
"18762","PAK5"
"18763","ANKEF1"
"18764","SNAP25-AS1"
"18765","AL354824.1"
"18766","SNAP25"
"18767","MKKS"
"18768","SLX4IP"
"18769","JAG1"
"18770","AL050403.2"
"18771","LINC00687"
"18772","BTBD3"
"18773","AL035448.1"
"18774","AL136460.1"
"18775","LINC01722"
"18776","SPTLC3"
"18777","ISM1"
"18778","TASP1"
"18779","ESF1"
"18780","NDUFAF5"
"18781","SEL1L2"
"18782","MACROD2"
"18783","FLRT3"
"18784","MACROD2-AS1"
"18785","KIF16B"
"18786","AL049794.1"
"18787","SNRPB2"
"18788","PCSK2"
"18789","BFSP1"
"18790","DSTN"
"18791","RRBP1"
"18792","SNX5"
"18793","OVOL2"
"18794","MGME1"
"18795","AL160411.1"
"18796","PET117"
"18797","KAT14"
"18798","ZNF133"
"18799","AL049646.1"
"18800","DZANK1"
"18801","POLR3F"
"18802","RBBP9"
"18803","SEC23B"
"18804","SMIM26"
"18805","AL121900.2"
"18806","DTD1"
"18807","AL121900.1"
"18808","LINC00652"
"18809","AL035563.1"
"18810","SLC24A3"
"18811","AL121761.1"
"18812","RIN2"
"18813","NAA20"
"18814","CRNKL1"
"18815","CFAP61"
"18816","AL121721.1"
"18817","INSM1"
"18818","RALGAPA2"
"18819","KIZ"
"18820","KIZ-AS1"
"18821","XRN2"
"18822","LINC01747"
"18823","AL158175.1"
"18824","THBD"
"18825","AL118508.1"
"18826","NXT1"
"18827","GZF1"
"18828","NAPB"
"18829","CST3"
"18830","LINC01721"
"18831","AL158090.1"
"18832","SYNDIG1"
"18833","AL157413.1"
"18834","APMAP"
"18835","ACSS1"
"18836","AL080312.2"
"18837","VSX1"
"18838","AL035252.2"
"18839","ENTPD6"
"18840","AL035252.3"
"18841","PYGB"
"18842","ABHD12"
"18843","GINS1"
"18844","NINL"
"18845","NANP"
"18846","ZNF337-AS1"
"18847","ZNF337"
"18848","AL390198.1"
"18849","FAM182B"
"18850","AL078587.1"
"18851","LINC01597"
"18852","LINC01598"
"18853","HM13"
"18854","ID1"
"18855","BCL2L1"
"18856","AL117381.1"
"18857","TPX2"
"18858","DUSP15"
"18859","TTLL9"
"18860","PDRG1"
"18861","XKR7"
"18862","CCM2L"
"18863","AL031658.1"
"18864","HCK"
"18865","TM9SF4"
"18866","PLAGL2"
"18867","POFUT1"
"18868","KIF3B"
"18869","AL121583.1"
"18870","ASXL1"
"18871","NOL4L"
"18872","AL034550.2"
"18873","NOL4L-DT"
"18874","C20ORF203"
"18875","FO393400.1"
"18876","DNMT3B"
"18877","MAPRE1"
"18878","AL035071.2"
"18879","AL035071.1"
"18880","EFCAB8"
"18881","BPIFB1"
"18882","CDK5RAP1"
"18883","SNTA1"
"18884","CBFA2T2"
"18885","NECAB3"
"18886","E2F1"
"18887","PXMP4"
"18888","ZNF341"
"18889","ZNF341-AS1"
"18890","CHMP4B"
"18891","AL034549.1"
"18892","RALY"
"18893","EIF2S2"
"18894","ASIP"
"18895","AHCY"
"18896","ITCH"
"18897","DYNLRB1"
"18898","MAP1LC3A"
"18899","PIGU"
"18900","NCOA6"
"18901","TP53INP2"
"18902","GGT7"
"18903","ACSS2"
"18904","GSS"
"18905","MYH7B"
"18906","TRPC4AP"
"18907","EDEM2"
"18908","PROCR"
"18909","MMP24OS"
"18910","MMP24"
"18911","EIF6"
"18912","UQCC1"
"18913","GDF5"
"18914","CEP250"
"18915","FO393401.1"
"18916","ERGIC3"
"18917","SPAG4"
"18918","CPNE1"
"18919","NFS1"
"18920","ROMO1"
"18921","RBM39"
"18922","PHF20"
"18923","SCAND1"
"18924","CNBD2"
"18925","NORAD"
"18926","AL035420.1"
"18927","EPB41L1"
"18928","AL121895.1"
"18929","AAR2"
"18930","DLGAP4"
"18931","DLGAP4-AS1"
"18932","MYL9"
"18933","RAB5IF"
"18934","SLA2"
"18935","NDRG3"
"18936","DSN1"
"18937","SOGA1"
"18938","TLDC2"
"18939","SAMHD1"
"18940","RBL1"
"18941","MROH8"
"18942","RPN2"
"18943","MANBAL"
"18944","SRC"
"18945","BLCAP"
"18946","NNAT"
"18947","AL162293.1"
"18948","CTNNBL1"
"18949","VSTM2L"
"18950","TTI1"
"18951","RPRD1B"
"18952","TGM2"
"18953","KIAA1755"
"18954","AL359555.1"
"18955","LBP"
"18956","AL391095.2"
"18957","AL391095.1"
"18958","RALGAPB"
"18959","ARHGAP40"
"18960","SLC32A1"
"18961","ACTR5"
"18962","PPP1R16B"
"18963","FAM83D"
"18964","DHX35"
"18965","AL118523.1"
"18966","AL133419.1"
"18967","MAFB"
"18968","TOP1"
"18969","PLCG1-AS1"
"18970","PLCG1"
"18971","ZHX3"
"18972","LPIN3"
"18973","EMILIN3"
"18974","CHD6"
"18975","AL049812.2"
"18976","PTPRT"
"18977","AL021395.1"
"18978","SRSF6"
"18979","L3MBTL1"
"18980","Z98752.3"
"18981","SGK2"
"18982","Z98752.4"
"18983","IFT52"
"18984","MYBL2"
"18985","TOX2"
"18986","JPH2"
"18987","OSER1"
"18988","OSER1-DT"
"18989","GDAP1L1"
"18990","FITM2"
"18991","HNF4A"
"18992","LINC01620"
"18993","TTPAL"
"18994","SERINC3"
"18995","PKIG"
"18996","ADA"
"18997","AL139352.1"
"18998","KCNK15-AS1"
"18999","WISP2"
"19000","KCNK15"
"19001","RIMS4"
"19002","YWHAB"
"19003","PABPC1L"
"19004","TOMM34"
"19005","STK4"
"19006","KCNS1"
"19007","MATN4"
"19008","RBPJL"
"19009","SDC4"
"19010","SYS1-DBNDD2"
"19011","TP53TG5"
"19012","PIGT"
"19013","AL031663.3"
"19014","WFDC2"
"19015","WFDC10B"
"19016","WFDC3"
"19017","DNTTIP1"
"19018","TNNC2"
"19019","SNX21"
"19020","ACOT8"
"19021","ZSWIM3"
"19022","ZSWIM1"
"19023","NEURL2"
"19024","CTSA"
"19025","PLTP"
"19026","PCIF1"
"19027","ZNF335"
"19028","SLC12A5-AS1"
"19029","SLC12A5"
"19030","NCOA5"
"19031","CD40"
"19032","CDH22"
"19033","SLC35C2"
"19034","AL133227.1"
"19035","ELMO2"
"19036","ZNF334"
"19037","SLC13A3"
"19038","TP53RK"
"19039","EYA2"
"19040","ZMYND8"
"19041","AL031666.1"
"19042","LINC01754"
"19043","NCOA3"
"19044","SULF2"
"19045","PREX1"
"19046","ARFGEF2"
"19047","CSE1L"
"19048","STAU1"
"19049","DDX27"
"19050","ZNFX1"
"19051","ZFAS1"
"19052","KCNB1"
"19053","PTGIS"
"19054","B4GALT5"
"19055","SLC9A8"
"19056","SPATA2"
"19057","RNF114"
"19058","SNAI1"
"19059","AL161937.2"
"19060","LINC01273"
"19061","CEBPB-AS1"
"19062","CEBPB"
"19063","PTPN1"
"19064","RIPOR3"
"19065","PARD6B"
"19066","BCAS4"
"19067","ADNP"
"19068","ADNP-AS1"
"19069","DPM1"
"19070","MOCS3"
"19071","KCNG1"
"19072","NFATC2"
"19073","ATP9A"
"19074","SALL4"
"19075","LINC01429"
"19076","ZFP64"
"19077","LINC01524"
"19078","TSHZ2"
"19079","AL391097.1"
"19080","AL391097.2"
"19081","AL109930.1"
"19082","AL354993.2"
"19083","AL157838.1"
"19084","ZNF217"
"19085","AC005808.1"
"19086","BCAS1"
"19087","CYP24A1"
"19088","PFDN4"
"19089","DOK5"
"19090","LINC01440"
"19091","CBLN4"
"19092","FAM210B"
"19093","AURKA"
"19094","CSTF1"
"19095","CASS4"
"19096","RTF2"
"19097","GCNT7"
"19098","FAM209A"
"19099","FAM209B"
"19100","BMP7"
"19101","RAE1"
"19102","MTRNR2L3"
"19103","AL109955.1"
"19104","RBM38"
"19105","PMEPA1"
"19106","NKILA"
"19107","RAB22A"
"19108","VAPB"
"19109","APCDD1L"
"19110","STX16"
"19111","STX16-NPEPL1"
"19112","NPEPL1"
"19113","GNAS"
"19114","AL121917.1"
"19115","NELFCD"
"19116","CTSZ"
"19117","ATP5F1E"
"19118","PRELID3B"
"19119","ZNF831"
"19120","EDN3"
"19121","PHACTR3"
"19122","SYCP2"
"19123","FAM217B"
"19124","PPP1R3D"
"19125","CDH26"
"19126","C20ORF197"
"19127","MIR646HG"
"19128","AL117372.1"
"19129","CDH4"
"19130","AL162457.2"
"19131","TAF4"
"19132","AL137077.2"
"19133","LSM14B"
"19134","PSMA7"
"19135","SS18L1"
"19136","MTG2"
"19137","HRH3"
"19138","OSBPL2"
"19139","ADRM1"
"19140","AL354836.1"
"19141","LAMA5"
"19142","AL121832.2"
"19143","RPS21"
"19144","CABLES2"
"19145","RBBP8NL"
"19146","MIR1-1HG-AS1"
"19147","SLCO4A1"
"19148","NTSR1"
"19149","MRGBP"
"19150","OGFR"
"19151","COL9A3"
"19152","TCFL5"
"19153","DIDO1"
"19154","GID8"
"19155","SLC17A9"
"19156","LINC01749"
"19157","HAR1B"
"19158","HAR1A"
"19159","YTHDF1"
"19160","NKAIN4"
"19161","ARFGAP1"
"19162","COL20A1"
"19163","CHRNA4"
"19164","AL121827.1"
"19165","KCNQ2"
"19166","EEF1A2"
"19167","PPDPF"
"19168","AL121829.2"
"19169","HELZ2"
"19170","GMEB2"
"19171","MHENCR"
"19172","STMN3"
"19173","ARFRP1"
"19174","AL121845.2"
"19175","SLC2A4RG"
"19176","ZBTB46"
"19177","AL121845.1"
"19178","ZBTB46-AS1"
"19179","AL118506.1"
"19180","TPD52L2"
"19181","DNAJC5"
"19182","UCKL1"
"19183","UCKL1-AS1"
"19184","ZNF512B"
"19185","SAMD10"
"19186","PRPF6"
"19187","C20ORF204"
"19188","TCEA2"
"19189","RGS19"
"19190","OPRL1"
"19191","LKAAEAR1"
"19192","MYT1"
"19193","PCMTD2"
"19194","LINC00266-1"
"19195","AC016588.2"
"19196","PLPP2"
"19197","MIER2"
"19198","THEG"
"19199","C2CD4C"
"19200","SHC2"
"19201","ODF3L2"
"19202","MADCAM1"
"19203","AC005775.1"
"19204","TPGS1"
"19205","CDC34"
"19206","GZMM"
"19207","BSG"
"19208","HCN2"
"19209","POLRMT"
"19210","FGF22"
"19211","RNF126"
"19212","FSTL3"
"19213","PALM"
"19214","MISP"
"19215","PTBP1"
"19216","PLPPR3"
"19217","AZU1"
"19218","PRTN3"
"19219","ELANE"
"19220","CFD"
"19221","MED16"
"19222","R3HDM4"
"19223","KISS1R"
"19224","ARID3A"
"19225","WDR18"
"19226","GRIN3B"
"19227","TMEM259"
"19228","ABCA7"
"19229","ARHGAP45"
"19230","POLR2E"
"19231","GPX4"
"19232","SBNO2"
"19233","STK11"
"19234","CBARP"
"19235","AC004221.1"
"19236","ATP5F1D"
"19237","MIDN"
"19238","CIRBP"
"19239","C19ORF24"
"19240","EFNA2"
"19241","MUM1"
"19242","NDUFS7"
"19243","GAMT"
"19244","DAZAP1"
"19245","RPS15"
"19246","AC027307.3"
"19247","APC2"
"19248","C19ORF25"
"19249","PCSK4"
"19250","REEP6"
"19251","AC027307.1"
"19252","PLK5"
"19253","MEX3D"
"19254","MBD3"
"19255","AC005943.1"
"19256","UQCR11"
"19257","TCF3"
"19258","ATP8B3"
"19259","REXO1"
"19260","AC012615.2"
"19261","KLF16"
"19262","AC012615.1"
"19263","ABHD17A"
"19264","SCAMP4"
"19265","CSNK1G2"
"19266","BTBD2"
"19267","MKNK2"
"19268","MOB3A"
"19269","IZUMO4"
"19270","AP3D1"
"19271","DOT1L"
"19272","PLEKHJ1"
"19273","SF3A2"
"19274","AMH"
"19275","JSRP1"
"19276","AC005258.1"
"19277","PEAK3"
"19278","LINGO3"
"19279","LSM7"
"19280","SPPL2B"
"19281","TMPRSS9"
"19282","TIMM13"
"19283","LMNB2"
"19284","GADD45B"
"19285","GNG7"
"19286","DIRAS1"
"19287","AC006538.2"
"19288","SGTA"
"19289","THOP1"
"19290","ZNF554"
"19291","ZNF555"
"19292","AC006130.1"
"19293","ZNF556"
"19294","ZNF57"
"19295","AC119403.1"
"19296","ZNF77"
"19297","TLE6"
"19298","TLE2"
"19299","AC005944.1"
"19300","AES"
"19301","GNA11"
"19302","KF456478.1"
"19303","GNA15"
"19304","AC005264.1"
"19305","NCLN"
"19306","CELF5"
"19307","AC010649.1"
"19308","NFIC"
"19309","SMIM24"
"19310","DOHH"
"19311","FZR1"
"19312","MFSD12"
"19313","C19ORF71"
"19314","AC005786.3"
"19315","HMG20B"
"19316","TBXA2R"
"19317","CACTIN"
"19318","PIP5K1C"
"19319","TJP3"
"19320","APBA3"
"19321","MRPL54"
"19322","RAX2"
"19323","MATK"
"19324","ZFR2"
"19325","ATCAY"
"19326","DAPK3"
"19327","EEF2"
"19328","PIAS4"
"19329","ZBTB7A"
"19330","MAP2K2"
"19331","CREB3L3"
"19332","SIRT6"
"19333","ANKRD24"
"19334","EBI3"
"19335","YJU2"
"19336","SHD"
"19337","FSD1"
"19338","STAP2"
"19339","MPND"
"19340","AC007292.3"
"19341","AC007292.2"
"19342","SH3GL1"
"19343","AC007292.1"
