"","gene_names"
"6417","PCDH1"
"6418","DELE1"
"6419","PCDH12"
"6420","RNF14"
"6421","AC005740.3"
"6422","GNPDA1"
"6423","NDFIP1"
"6424","SPRY4"
"6425","SPRY4-AS1"
"6426","FGF1"
"6427","LINC01844"
"6428","ARHGAP26"
"6429","ARHGAP26-AS1"
"6430","NR3C1"
"6431","AC016598.1"
"6432","YIPF5"
"6433","KCTD16"
"6434","AC132803.1"
"6435","AC137770.1"
"6436","AC008700.1"
"6437","PRELID2"
"6438","GRXCR2"
"6439","SH3RF2"
"6440","PLAC8L1"
"6441","AC091887.1"
"6442","LARS"
"6443","AC091959.3"
"6444","AC011396.2"
"6445","TCERG1"
"6446","GPR151"
"6447","AC008728.1"
"6448","PPP2R2B"
"6449","STK32A-AS1"
"6450","STK32A"
"6451","DPYSL3"
"6452","JAKMIP2-AS1"
"6453","JAKMIP2"
"6454","C5ORF46"
"6455","SPINK5"
"6456","MARCOL"
"6457","AC091948.1"
"6458","SPINK9"
"6459","FBXO38"
"6460","AC114939.1"
"6461","HTR4"
"6462","SH3TC2"
"6463","SH3TC2-DT"
"6464","ABLIM3"
"6465","AC012613.1"
"6466","AFAP1L1"
"6467","GRPEL2"
"6468","GRPEL2-AS1"
"6469","PCYOX1L"
"6470","CSNK1A1"
"6471","ARHGEF37"
"6472","PPARGC1B"
"6473","PDE6A"
"6474","SLC26A2"
"6475","TIGD6"
"6476","HMGXB3"
"6477","CSF1R"
"6478","PDGFRB"
"6479","SLC6A7"
"6480","CAMK2A"
"6481","ARSI"
"6482","TCOF1"
"6483","CD74"
"6484","RPS14"
"6485","NDST1-AS1"
"6486","NDST1"
"6487","SYNPO"
"6488","AC011383.1"
"6489","MYOZ3"
"6490","RBM22"
"6491","DCTN4"
"6492","SMIM3"
"6493","IRGM"
"6494","ZNF300"
"6495","GPX3"
"6496","TNIP1"
"6497","ANXA6"
"6498","CCDC69"
"6499","GM2A"
"6500","SLC36A3"
"6501","SLC36A2"
"6502","SLC36A1"
"6503","FAT2"
"6504","AC011337.1"
"6505","AC011374.1"
"6506","SPARC"
"6507","CLMAT3"
"6508","AC011374.2"
"6509","ATOX1"
"6510","AC091982.1"
"6511","G3BP1"
"6512","GLRA1"
"6513","LINC01933"
"6514","NMUR2"
"6515","LINC01470"
"6516","GRIA1"
"6517","FAM114A2"
"6518","MFAP3"
"6519","GALNT10"
"6520","SAP30L-AS1"
"6521","SAP30L"
"6522","LARP1"
"6523","FAXDC2"
"6524","CNOT8"
"6525","GEMIN5"
"6526","MRPL22"
"6527","KIF4B"
"6528","SGCD"
"6529","AC025434.1"
"6530","PPP1R2B"
"6531","TIMD4"
"6532","HAVCR1"
"6533","HAVCR2"
"6534","AC011377.1"
"6535","MED7"
"6536","ITK"
"6537","AC010609.1"
"6538","AC009185.1"
"6539","CYFIP2"
"6540","FNDC9"
"6541","AC008676.1"
"6542","ADAM19"
"6543","SOX30"
"6544","THG1L"
"6545","LSM11"
"6546","CLINT1"
"6547","AC025437.4"
"6548","LINC02227"
"6549","AC091939.1"
"6550","EBF1"
"6551","RNF145"
"6552","AC134043.1"
"6553","UBLCP1"
"6554","AC008691.1"
"6555","LINC01847"
"6556","ADRA1B"
"6557","TTC1"
"6558","PWWP2A"
"6559","FABP6"
"6560","CCNJL"
"6561","C1QTNF2"
"6562","ZBED8"
"6563","SLU7"
"6564","PTTG1"
"6565","MIR3142HG"
"6566","ATP10B"
"6567","AC008456.1"
"6568","GABRB2"
"6569","GABRA6"
"6570","GABRA1"
"6571","LINC01202"
"6572","GABRG2"
"6573","AC113414.1"
"6574","CCNG1"
"6575","NUDCD2"
"6576","HMMR"
"6577","MAT2B"
"6578","AC008662.1"
"6579","AC109466.1"
"6580","LINC02143"
"6581","LINC01938"
"6582","AC008415.1"
"6583","AC114321.1"
"6584","LINC01947"
"6585","AC091819.2"
"6586","TENM2"
"6587","AC091820.2"
"6588","AC008708.2"
"6589","AC008464.1"
"6590","AC011369.1"
"6591","WWC1"
"6592","RARS"
"6593","FBLL1"
"6594","PANK3"
"6595","SLIT3"
"6596","AC011389.1"
"6597","SPDL1"
"6598","DOCK2"
"6599","FAM196B"
"6600","LCP2"
"6601","KCNIP1"
"6602","KCNMB1"
"6603","RANBP17"
"6604","TLX3"
"6605","NPM1"
"6606","FGF18"
"6607","FBXW11"
"6608","STK10"
"6609","EFCAB9"
"6610","UBTD2"
"6611","SH3PXD2B"
"6612","NEURL1B"
"6613","AC022217.3"
"6614","DUSP1"
"6615","ERGIC1"
"6616","AC008429.1"
"6617","AC008429.3"
"6618","RPL26L1"
"6619","ATP6V0E1"
"6620","CREBRF"
"6621","BNIP1"
"6622","STC2"
"6623","AC008632.1"
"6624","BOD1"
"6625","LINC01863"
"6626","LINC01942"
"6627","LINC01484"
"6628","LINC01485"
"6629","CPEB4"
"6630","C5ORF47"
"6631","NSG2"
"6632","LINC01411"
"6633","AC113346.2"
"6634","LINC01951"
"6635","DRD1"
"6636","SFXN1"
"6637","HRH2"
"6638","CPLX2"
"6639","THOC3"
"6640","AC139491.3"
"6641","AC139491.1"
"6642","FAM153B"
"6643","AC139491.7"
"6644","AC139491.4"
"6645","SIMC1"
"6646","KIAA1191"
"6647","AC138956.1"
"6648","AC138956.2"
"6649","ARL10"
"6650","NOP16"
"6651","CLTB"
"6652","FAF2"
"6653","RNF44"
"6654","CDHR2"
"6655","GPRIN1"
"6656","SNCB"
"6657","EIF4E1B"
"6658","TSPAN17"
"6659","AC113391.1"
"6660","AC113391.2"
"6661","LINC01574"
"6662","UNC5A"
"6663","HK3"
"6664","UIMC1"
"6665","ZNF346"
"6666","FGFR4"
"6667","NSD1"
"6668","RAB24"
"6669","MXD3"
"6670","PRELID1"
"6671","LMAN2"
"6672","RGS14"
"6673","F12"
"6674","GRK6"
"6675","PRR7-AS1"
"6676","PRR7"
"6677","DBN1"
"6678","PDLIM7"
"6679","DOK3"
"6680","DDX41"
"6681","FAM193B"
"6682","AC139795.3"
"6683","TMED9"
"6684","B4GALT7"
"6685","AC139795.2"
"6686","AC138819.1"
"6687","FAM153A"
"6688","AC140125.2"
"6689","AC106795.3"
"6690","FAM153C"
"6691","N4BP3"
"6692","RMND5B"
"6693","NHP2"
"6694","HNRNPAB"
"6695","PHYKPL"
"6696","COL23A1"
"6697","CLK4"
"6698","ZNF354A"
"6699","ZNF354B"
"6700","ZFP2"
"6701","ZNF454"
"6702","AC104117.3"
"6703","GRM6"
"6704","ZNF879"
"6705","ZNF354C"
"6706","ADAMTS2"
"6707","AC136628.4"
"6708","RUFY1"
"6709","AC136604.2"
"6710","HNRNPH1"
"6711","AC136604.3"
"6712","CBY3"
"6713","CANX"
"6714","MAML1"
"6715","LTC4S"
"6716","MGAT4B"
"6717","SQSTM1"
"6718","MRNIP"
"6719","AC008393.1"
"6720","TBC1D9B"
"6721","RNF130"
"6722","RASGEF1C"
"6723","MAPK9"
"6724","AC008610.1"
"6725","GFPT2"
"6726","CNOT6"
"6727","SCGB3A1"
"6728","MGAT1"
"6729","LINC00847"
"6730","ZFP62"
"6731","BTNL8"
"6732","BTNL3"
"6733","BTNL9"
"6734","AC008443.5"
"6735","TRIM7"
"6736","AC008443.6"
"6737","AC008443.4"
"6738","TRIM41"
"6739","RACK1"
"6740","TRIM52"
"6741","AC138035.1"
"6742","AC138035.2"
"6743","DUSP22"
"6744","IRF4"
"6745","EXOC2"
"6746","AL357054.4"
"6747","AL357054.2"
"6748","AL357054.3"
"6749","AL033381.1"
"6750","FOXQ1"
"6751","FOXF2"
"6752","GMDS"
"6753","GMDS-DT"
"6754","LINC01600"
"6755","MYLK4"
"6756","WRNIP1"
"6757","SERPINB1"
"6758","SERPINB9P1"
"6759","SERPINB9"
"6760","SERPINB6"
"6761","LINC01011"
"6762","NQO2"
"6763","AL133351.1"
"6764","RIPK1"
"6765","AL031963.3"
"6766","BPHL"
"6767","AL031963.1"
"6768","TUBB2A"
"6769","LINC02525"
"6770","TUBB2B"
"6771","PSMG4"
"6772","SLC22A23"
"6773","AL138881.1"
"6774","PXDC1"
"6775","FAM50B"
"6776","AL138831.1"
"6777","PRPF4B"
"6778","FAM217A"
"6779","C6ORF201"
"6780","ECI2"
"6781","AL162718.1"
"6782","CDYL"
"6783","RPP40"
"6784","AL359643.3"
"6785","AL359643.2"
"6786","LYRM4"
"6787","FARS2"
"6788","AL021328.1"
"6789","AL022097.1"
"6790","AL136307.1"
"6791","NRN1"
"6792","F13A1"
"6793","LY86-AS1"
"6794","LY86"
"6795","RREB1"
"6796","SSR1"
"6797","AL139095.4"
"6798","CAGE1"
"6799","RIOK1"
"6800","DSP"
"6801","SNRNP48"
"6802","BMP6"
"6803","TXNDC5"
"6804","BLOC1S5-TXNDC5"
"6805","EEF1E1-BLOC1S5"
"6806","SLC35B3"
"6807","GCNT2"
"6808","C6ORF52"
"6809","PAK1IP1"
"6810","TMEM14C"
"6811","AL024498.1"
"6812","AL024498.2"
"6813","MAK"
"6814","GCM2"
"6815","SYCP2L"
"6816","ELOVL2"
"6817","ELOVL2-AS1"
"6818","SMIM13"
"6819","AL139807.1"
"6820","NEDD9"
"6821","AL445430.1"
"6822","AL445430.2"
"6823","TMEM170B"
"6824","ADTRP"
"6825","HIVEP1"
"6826","EDN1"
"6827","PHACTR1"
"6828","AL008729.1"
"6829","TBC1D7"
"6830","GFOD1"
"6831","SIRT5"
"6832","AL441883.1"
"6833","NOL7"
"6834","RANBP9"
"6835","MCUR1"
"6836","RNF182"
"6837","CD83"
"6838","AL138720.1"
"6839","JARID2"
"6840","DTNBP1"
"6841","MYLIP"
"6842","GMPR"
"6843","ATXN1"
"6844","AL137003.2"
"6845","STMND1"
"6846","RBM24"
"6847","CAP2"
"6848","FAM8A1"
"6849","NUP153"
"6850","KIF13A"
"6851","NHLRC1"
"6852","TPMT"
"6853","KDM1B"
"6854","DEK"
"6855","RNF144B"
"6856","MIR548A1HG"
"6857","AL357052.1"
"6858","AL022068.1"
"6859","ID4"
"6860","MBOAT1"
"6861","AL158198.1"
"6862","E2F3"
"6863","CDKAL1"
"6864","AL513188.1"
"6865","LINC00581"
"6866","AL512380.1"
"6867","AL512380.2"
"6868","SOX4"
"6869","CASC15"
"6870","NBAT1"
"6871","AL035401.1"
"6872","NRSN1"
"6873","DCDC2"
"6874","MRS2"
"6875","GPLD1"
"6876","ALDH5A1"
"6877","KIAA0319"
"6878","TDP2"
"6879","ACOT13"
"6880","AL031775.1"
"6881","C6ORF62"
"6882","GMNN"
"6883","AL512428.1"
"6884","RIPOR2"
"6885","CARMIL1"
"6886","SCGN"
"6887","U91328.2"
"6888","U91328.1"
"6889","U91328.3"
"6890","HIST1H1C"
"6891","HIST1H4C"
"6892","HIST1H2AC"
"6893","HIST1H1E"
"6894","HIST1H2BD"
"6895","AL353759.1"
"6896","HIST1H2BE"
"6897","AL031777.3"
"6898","HIST1H4E"
"6899","HIST1H2BG"
"6900","HIST1H3E"
"6901","HIST1H1D"
"6902","HIST1H4H"
"6903","BTN3A2"
"6904","BTN2A2"
"6905","BTN3A1"
"6906","BTN3A3"
"6907","BTN2A1"
"6908","HCG11"
"6909","HMGN4"
"6910","AL121936.1"
"6911","ABT1"
"6912","ZNF322"
"6913","AL513548.1"
"6914","LINC00240"
"6915","AL133255.1"
"6916","HIST1H2BJ"
"6917","PRSS16"
"6918","POM121L2"
"6919","ZNF391"
"6920","AL031118.1"
"6921","ZNF184"
"6922","AL009179.1"
"6923","HIST1H2BN"
"6924","AL121944.1"
"6925","ZNF165"
"6926","ZSCAN16-AS1"
"6927","ZSCAN16"
"6928","AL358933.1"
"6929","ZKSCAN8"
"6930","ZSCAN9"
"6931","ZKSCAN4"
"6932","NKAPL"
"6933","AL021997.3"
"6934","PGBD1"
"6935","ZSCAN31"
"6936","ZKSCAN3"
"6937","ZSCAN12"
"6938","ZSCAN23"
"6939","ZBED9"
"6940","AL049543.1"
"6941","TRIM27"
"6942","AL662791.1"
"6943","ZNF311"
"6944","GABBR1"
"6945","OR2H2"
"6946","MOG"
"6947","HLA-F"
"6948","HLA-A"
"6949","ZNRD1"
"6950","PPP1R11"
"6951","TRIM26"
"6952","HCG17"
"6953","HCG18"
"6954","RPP21"
"6955","GNL1"
"6956","PRR3"
"6957","ABCF1"
"6958","PPP1R10"
"6959","MRPS18B"
"6960","ATAT1"
"6961","C6ORF136"
"6962","DHX16"
"6963","PPP1R18"
"6964","NRM"
"6965","MDC1"
"6966","MDC1-AS1"
"6967","TUBB"
"6968","FLOT1"
"6969","IER3-AS1"
"6970","IER3"
"6971","HCG20"
"6972","LINC00243"
"6973","DDR1"
"6974","VARS2"
"6975","PSORS1C1"
"6976","CCHCR1"
"6977","TCF19"
"6978","POU5F1"
"6979","AL662844.4"
"6980","HCG27"
"6981","HLA-C"
"6982","HLA-B"
"6983","MICA"
"6984","MICB"
"6985","ATP6V1G2-DDX39B"
"6986","NFKBIL1"
"6987","LTA"
"6988","LTB"
"6989","PRRC2A"
"6990","BAG6"
"6991","APOM"
"6992","C6ORF47"
"6993","GPANK1"
"6994","LY6G5C"
"6995","ABHD16A"
"6996","AL662899.1"
"6997","DDAH2"
"6998","SAPCD1-AS1"
"6999","VWA7"
"7000","VARS"
"7001","LSM2"
"7002","HSPA1L"
"7003","HSPA1A"
"7004","HSPA1B"
"7005","C6ORF48"
"7006","NEU1"
"7007","EHMT2-AS1"
"7008","EHMT2"
"7009","C2"
"7010","C2-AS1"
"7011","NELFE"
"7012","SKIV2L"
"7013","DXO"
"7014","STK19"
"7015","CYP21A2"
"7016","TNXB"
"7017","ATF6B"
"7018","FKBPL"
"7019","PRRT1"
"7020","AL662884.4"
"7021","AGPAT1"
"7022","RNF5"
"7023","AGER"
"7024","PBX2"
"7025","AL662796.1"
"7026","C6ORF10"
"7027","BTNL2"
"7028","HLA-DRB5"
"7029","HLA-DRB1"
"7030","HLA-DQA1"
"7031","HLA-DQB1"
"7032","HLA-DOB"
"7033","AL669918.1"
"7034","PSMB8"
"7035","PSMB9"
"7036","TAP1"
"7037","HLA-DMB"
"7038","AL645941.2"
"7039","HLA-DMA"
"7040","BRD2"
"7041","HLA-DPA1"
"7042","HLA-DPB1"
"7043","HCG24"
"7044","COL11A2"
"7045","RXRB"
"7046","SLC39A7"
"7047","RING1"
"7048","AL645940.1"
"7049","HCG25"
"7050","VPS52"
"7051","RPS18"
"7052","B3GALT4"
"7053","WDR46"
"7054","PFDN6"
"7055","RGL2"
"7056","TAPBP"
"7057","ZBTB22"
"7058","DAXX"
"7059","KIFC1"
"7060","PHF1"
"7061","CUTA"
"7062","SYNGAP1"
"7063","SYNGAP1-AS1"
"7064","BAK1"
"7065","LINC00336"
"7066","ITPR3"
"7067","UQCC2"
"7068","LEMD2"
"7069","GRM4"
"7070","HMGA1"
"7071","SMIM29"
"7072","NUDT3"
"7073","RPS10-NUDT3"
"7074","PACSIN1"
"7075","SPDEF"
"7076","C6ORF106"
"7077","AL451165.2"
"7078","SNRPC"
"7079","UHRF1BP1"
"7080","TAF11"
"7081","ANKS1A"
"7082","TCP11"
"7083","SCUBE3"
"7084","Z97832.2"
"7085","ZNF76"
"7086","DEF6"
"7087","PPARD"
"7088","FANCE"
"7089","RPL10A"
"7090","TEAD3"
"7091","FKBP5"
"7092","CLPSL1"
"7093","LHFPL5"
"7094","SRPK1"
"7095","SLC26A8"
"7096","MAPK14"
"7097","MAPK13"
"7098","Z84485.1"
"7099","BRPF3"
"7100","PNPLA1"
"7101","C6ORF222"
"7102","ETV7"
"7103","PXT1"
"7104","KCTD20"
"7105","STK38"
"7106","SRSF3"
"7107","CDKN1A"
"7108","RAB44"
"7109","CPNE5"
"7110","PPIL1"
"7111","C6ORF89"
"7112","PI16"
"7113","MTCH1"
"7114","PIM1"
"7115","TMEM217"
"7116","TBC1D22B"
"7117","RNF8"
"7118","CMTR1"
"7119","CCDC167"
"7120","MDGA1"
"7121","ZFAND3"
"7122","BTBD9"
"7123","GLO1"
"7124","DNAH8"
"7125","SAYSD1"
"7126","KIF6"
"7127","DAAM2"
"7128","AL590999.1"
"7129","MOCS1"
"7130","TDRG1"
"7131","LINC00951"
"7132","AL139275.1"
"7133","LRFN2"
"7134","UNC5CL"
"7135","OARD1"
"7136","APOBEC2"
"7137","NFYA"
"7138","FOXP4"
"7139","TFEB"
"7140","PGC"
"7141","AL365205.3"
"7142","FRS3"
"7143","AL365205.1"
"7144","USP49"
"7145","MED20"
"7146","BYSL"
"7147","CCND3"
"7148","TAF8"
"7149","C6ORF132"
"7150","GUCA1A"
"7151","GUCA1B"
"7152","MRPS10"
"7153","TRERF1"
"7154","UBR2"
"7155","PRPH2"
"7156","TBCC"
"7157","BICRAL"
"7158","RPL7L1"
"7159","C6ORF226"
"7160","CNPY3"
"7161","AL035587.1"
"7162","GNMT"
"7163","PEX6"
"7164","PPP2R5D"
"7165","MEA1"
"7166","KLHDC3"
"7167","RRP36"
"7168","AL136304.1"
"7169","CUL7"
"7170","KLC4"
"7171","MRPL2"
"7172","PTK7"
"7173","SRF"
"7174","CUL9"
"7175","AL133375.1"
"7176","DNPH1"
"7177","TTBK1"
"7178","SLC22A7"
"7179","CRIP3"
"7180","ZNF318"
"7181","ABCC10"
"7182","DLK2"
"7183","TJAP1"
"7184","LRRC73"
"7185","POLR1C"
"7186","YIPF3"
"7187","XPO5"
"7188","POLH"
"7189","POLH-AS1"
"7190","GTPBP2"
"7191","MAD2L1BP"
"7192","RSPH9"
"7193","MRPS18A"
"7194","VEGFA"
"7195","AL109615.3"
"7196","MRPL14"
"7197","TMEM63B"
"7198","CAPN11"
"7199","SLC29A1"
"7200","HSP90AB1"
"7201","SLC35B2"
"7202","NFKBIE"
"7203","TMEM151B"
"7204","AL353588.1"
"7205","TCTE1"
"7206","AARS2"
"7207","CDC5L"
"7208","SUPT3H"
"7209","RUNX2"
"7210","AL096865.1"
"7211","CLIC5"
"7212","AL035701.1"
"7213","ENPP4"
"7214","ENPP5"
"7215","RCAN2"
"7216","AL359633.2"
"7217","CYP39A1"
"7218","SLC25A27"
"7219","AL591242.1"
"7220","TDRD6"
"7221","PLA2G7"
"7222","ADGRF5"
"7223","TNFRSF21"
"7224","AL355353.1"
"7225","CD2AP"
"7226","ADGRF4"
"7227","OPN5"
"7228","PTCHD4"
"7229","MUT"
"7230","CENPQ"
"7231","GLYATL3"
"7232","C6ORF141"
"7233","RHAG"
"7234","AL135908.1"
"7235","TFAP2D"
"7236","PKHD1"
"7237","MCM3"
"7238","EFHC1"
"7239","TRAM2"
"7240","TRAM2-AS1"
"7241","TMEM14A"
"7242","GSTA4"
"7243","ICK"
"7244","FBXO9"
"7245","ELOVL5"
"7246","GCLC"
"7247","LRRC1"
"7248","AL033384.2"
"7249","MLIP"
"7250","MLIP-AS1"
"7251","TINAG"
"7252","FAM83B"
"7253","HCRTR2"
"7254","GFRAL"
"7255","HMGCLL1"
"7256","BMP5"
"7257","COL21A1"
"7258","DST"
"7259","AL512422.1"
"7260","BEND6"
"7261","KIAA1586"
"7262","ZNF451"
"7263","ZNF451-AS1"
"7264","BAG2"
"7265","RAB23"
"7266","PRIM2"
"7267","AL021368.3"
"7268","AL021368.1"
"7269","AL021368.2"
"7270","AL445250.1"
"7271","KHDRBS2"
"7272","FKBP1C"
"7273","PTP4A1"
"7274","PHF3"
"7275","EYS"
"7276","AL354719.2"
"7277","AL357375.1"
"7278","AL391807.1"
"7279","ADGRB3"
"7280","LMBRD1"
"7281","COL19A1"
"7282","COL9A1"
"7283","AL160262.1"
"7284","AL365226.1"
"7285","FAM135A"
"7286","SDHAF4"
"7287","AL583856.2"
"7288","SMAP1"
"7289","B3GAT2"
"7290","OGFRL1"
"7291","AL136164.2"
"7292","LINC00472"
"7293","RIMS1"
"7294","KCNQ5"
"7295","KCNQ5-AS1"
"7296","AL365232.1"
"7297","KHDC1"
"7298","AC019205.1"
"7299","KHDC3L"
"7300","OOEP"
"7301","OOEP-AS1"
"7302","DDX43"
"7303","CGAS"
"7304","MTO1"
"7305","EEF1A1"
"7306","AL121972.1"
"7307","SLC17A5"
"7308","AL590428.1"
"7309","CD109"
"7310","AL357507.1"
"7311","AL356277.3"
"7312","COL12A1"
"7313","COX7A2"
"7314","TMEM30A"
"7315","AL080250.1"
"7316","FILIP1"
"7317","SENP6"
"7318","MYO6"
"7319","IMPG1"
"7320","LINC02540"
"7321","MEI4"
"7322","IRAK1BP1"
"7323","PHIP"
"7324","HMGN3"
"7325","HMGN3-AS1"
"7326","AL078601.2"
"7327","LCA5"
"7328","AL451064.1"
"7329","SH3BGRL2"
"7330","ELOVL4"
"7331","BCKDHB"
"7332","AL359715.3"
"7333","AL359715.1"
"7334","AL359715.2"
"7335","TENT5A"
"7336","LINC02542"
"7337","IBTK"
"7338","TPBG"
"7339","UBE3D"
"7340","DOPEY1"
"7341","PGM3"
"7342","RWDD2A"
"7343","ME1"
"7344","PRSS35"
"7345","SNAP91"
"7346","RIPPLY2"
"7347","CYB5R4"
"7348","AL034347.1"
"7349","MRAP2"
"7350","CEP162"
"7351","LINC01611"
"7352","NT5E"
"7353","SNX14"
"7354","AL589666.1"
"7355","SYNCRIP"
"7356","HTR1E"
"7357","AL139274.2"
"7358","ZNF292"
"7359","GJB7"
"7360","SMIM8"
"7361","AL049697.1"
"7362","SLC35A1"
"7363","RARS2"
"7364","ORC3"
"7365","AKIRIN2"
"7366","CNR1"
"7367","AL139042.1"
"7368","RNGTT"
"7369","PNRC1"
"7370","SRSF12"
"7371","PM20D2"
"7372","GABRR1"
"7373","GABRR2"
"7374","UBE2J1"
"7375","RRAGD"
"7376","ANKRD6"
"7377","AL159174.1"
"7378","LYRM2"
"7379","MDN1"
"7380","CASP8AP2"
"7381","BACH2"
"7382","AL132996.1"
"7383","MAP3K7"
"7384","CASC6"
"7385","EPHA7"
"7386","AL157378.1"
"7387","MANEA-DT"
"7388","MANEA"
"7389","FUT9"
"7390","UFL1-AS1"
"7391","UFL1"
"7392","FHL5"
"7393","AL033379.1"
"7394","GPR63"
"7395","NDUFAF4"
"7396","KLHL32"
"7397","MMS22L"
"7398","AL589740.1"
"7399","AL589826.2"
"7400","POU3F2"
"7401","FBXL4"
"7402","FAXC"
"7403","COQ3"
"7404","PNISR"
"7405","AL513550.1"
"7406","USP45"
"7407","TSTD3"
"7408","CCNC"
"7409","AL137784.2"
"7410","MCHR2"
"7411","MCHR2-AS1"
"7412","SIM1"
"7413","ASCC3"
"7414","AL133338.1"
"7415","GRIK2"
"7416","HACE1"
"7417","LIN28B-AS1"
"7418","LIN28B"
"7419","BVES"
"7420","BVES-AS1"
"7421","POPDC3"
"7422","AL133406.3"
"7423","PREP"
"7424","Z97206.2"
"7425","AL591518.1"
"7426","ATG5"
"7427","PRDM1"
"7428","CRYBG1"
"7429","RTN4IP1"
"7430","QRSL1"
"7431","CD24"
"7432","C6ORF203"
"7433","BEND3"
"7434","PDSS2"
"7435","SOBP"
"7436","SCML4"
"7437","SEC63"
"7438","AL024507.2"
"7439","OSTM1"
"7440","SNX3"
"7441","AFG1L"
"7442","FOXO3"
"7443","LINC00222"
"7444","ARMC2"
"7445","SESN1"
"7446","AL390208.1"
"7447","CEP57L1"
"7448","CD164"
"7449","PPIL6"
"7450","SMPD2"
"7451","MICAL1"
"7452","ZBTB24"
"7453","AL109947.1"
"7454","AK9"
"7455","FIG4"
"7456","AL512303.1"
"7457","GPR6"
"7458","WASF1"
"7459","CDC40"
"7460","METTL24"
"7461","CDK19"
"7462","AMD1"
"7463","GTF3C6"
"7464","RPF2"
"7465","SLC16A10"
"7466","AL360227.1"
"7467","MFSD4B"
"7468","AL080317.1"
"7469","AL080317.2"
"7470","REV3L"
"7471","AL080317.3"
"7472","TRAF3IP2-AS1"
"7473","TRAF3IP2"
"7474","Z97989.1"
"7475","FYN"
"7476","TUBE1"
"7477","FAM229B"
"7478","LAMA4"
"7479","AL513123.1"
"7480","MARCKS"
"7481","FO393415.1"
"7482","HDAC2"
"7483","HDAC2-AS2"
"7484","HS3ST5"
"7485","FRK"
"7486","NT5DC1"
"7487","COL10A1"
"7488","TSPYL4"
"7489","DSE"
"7490","TSPYL1"
"7491","Z84488.2"
"7492","CALHM6"
"7493","RWDD1"
"7494","RSPH4A"
"7495","ZUP1"
"7496","KPNA5"
"7497","FAM162B"
"7498","RFX6"
"7499","VGLL2"
"7500","ROS1"
"7501","AL132671.2"
"7502","DCBLD1"
"7503","GOPC"
"7504","NUS1"
"7505","SLC35F1"
"7506","CEP85L"
"7507","PLN"
"7508","MCM9"
"7509","ASF1A"
"7510","AL365275.1"
"7511","FAM184A"
"7512","MAN1A1"
"7513","TBC1D32"
"7514","GJA1"
"7515","HSF2"
"7516","SERINC1"
"7517","PKIB"
"7518","FABP7"
"7519","SMPDL3A"
"7520","CLVS2"
"7521","TRDN"
"7522","TRDN-AS1"
"7523","NKAIN2"
"7524","RNF217-AS1"
"7525","RNF217"
"7526","TPD52L1"
"7527","HDDC2"
"7528","AL450332.1"
"7529","AL365259.1"
"7530","NCOA7"
"7531","NCOA7-AS1"
"7532","HINT3"
"7533","TRMT11"
"7534","AC020559.1"
"7535","CENPW"
"7536","RSPO3"
"7537","RNF146"
"7538","ECHDC1"
"7539","AL096711.2"
"7540","C6ORF58"
"7541","THEMIS"
"7542","PTPRK"
"7543","AL590006.1"
"7544","LAMA2"
"7545","AL356124.2"
"7546","AL356124.1"
"7547","ARHGAP18"
"7548","TMEM244"
"7549","L3MBTL3"
"7550","AL355581.1"
"7551","SAMD3"
"7552","TMEM200A"
"7553","EPB41L2"
"7554","AKAP7"
"7555","ARG1"
"7556","MED23"
"7557","ENPP3"
"7558","ENPP1"
"7559","CTGF"
"7560","AL133346.1"
"7561","AL021408.1"
"7562","LINC01013"
"7563","MOXD1"
"7564","STX7"
"7565","SLC18B1"
"7566","RPS12"
"7567","LINC00326"
"7568","EYA4"
"7569","TARID"
"7570","TBPL1"
"7571","SLC2A12"
"7572","SGK1"
"7573","AL078590.2"
"7574","LINC01010"
"7575","AL078590.3"
"7576","ALDH8A1"
"7577","HBS1L"
"7578","AL353596.1"
"7579","MYB"
"7580","AHI1"
"7581","AL049552.1"
"7582","LINC00271"
"7583","PDE7B"
"7584","AL138828.1"
"7585","MTFR2"
"7586","BCLAF1"
"7587","AL023284.4"
"7588","MAP7"
"7589","AL024508.2"
"7590","MAP3K5"
"7591","AL024508.1"
"7592","PEX7"
"7593","IFNGR1"
"7594","AL356234.2"
"7595","AL357060.1"
"7596","PERP"
"7597","ARFGEF3"
"7598","HEBP2"
"7599","NHSL1"
"7600","AL590617.2"
"7601","GVQW2"
"7602","CCDC28A"
"7603","ECT2L"
"7604","REPS1"
"7605","ABRACL"
"7606","HECA"
"7607","AL031772.1"
"7608","TXLNB"
"7609","AL158850.1"
"7610","CITED2"
"7611","FILNC1"
"7612","AL050338.1"
"7613","NMBR"
"7614","VTA1"
"7615","ADGRG6"
"7616","AL359313.1"
"7617","HIVEP2"
"7618","AL023584.2"
"7619","AL355304.1"
"7620","LINC01277"
"7621","AL023581.2"
"7622","AIG1"
"7623","AL023581.1"
"7624","ADAT2"
"7625","PEX3"
"7626","FUCA2"
"7627","PHACTR2"
"7628","PHACTR2-AS1"
"7629","LTV1"
"7630","PLAGL1"
"7631","SF3B5"
"7632","UTRN"
"7633","EPM2A"
"7634","AL023806.1"
"7635","FBXO30"
"7636","AL356599.1"
"7637","SHPRH"
"7638","GRM1"
"7639","RAB32"
"7640","ADGB"
"7641","STXBP5-AS1"
"7642","STXBP5"
"7643","SAMD5"
"7644","AL033504.1"
"7645","AL513164.1"
"7646","SASH1"
"7647","UST"
"7648","TAB2"
"7649","ZC3H12D"
"7650","PPIL4"
