"","gene_names"
"14508","SMIM11"
"14509","TECRL"
"14510","ENSG00000205682.2"
"14511","DPF3"
"14512","MANSC4"
"14513","SMIM45"
"14514","ETFRF1"
"14515","ITSN1"
"14516","ITPRIPL2"
"14517","ENSG00000205740.2"
"14518","DENND1C"
"14519","CRLF2-ENSG00000205755"
"14520","CRYZL1"
"14521","RIMOC1"
"14522","DPP9-AS1"
"14523","LOH12CR2"
"14524","CYS1"
"14525","PLPP6"
"14526","C16ORF96"
"14527","GMNC"
"14528","LINC00487"
"14529","TTC23L"
"14530","RFPL3S"
"14531","LRRC72"
"14532","PCOTH"
"14533","C1QTNF9B"
"14534","KRTAP5-2"
"14535","C1RL-AS1"
"14536","ZNF316"
"14537","SRRM2-AS1"
"14538","C21ORF62"
"14539","C21ORF62-AS1"
"14540","RNPS1"
"14541","ENSG00000205959.4"
"14542","NYNRIN"
"14543","DNAJC19"
"14544","ENSG00000206028.1"
"14545","DOK6"
"14546","JPT2"
"14547","LHFPL7"
"14548","ZDHHC11B"
"14549","CFAP99"
"14550","GOLGA8O"
"14551","LINC03069"
"14552","TMEM191C"
"14553","HBA1"
"14554","HBM"
"14555","LINC02346"
"14556","ATP10A"
"14557","DUXAP8-ENSG00000206195"
"14558","ANKUB1"
"14559","HCP5"
"14560","HCG27"
"14561","COL6A6"
"14562","H1-10-AS1"
"14563","RAB12"
"14564","TMEM200C"
"14565","HLA-A"
"14566","HACD2"
"14567","CFAP44"
"14568","CD200R1L"
"14569","LNP1"
"14570","TRIM71"
"14571","ZCWPW2"
"14572","ANKRD28"
"14573","COLQ"
"14574","METTL6"
"14575","ENSG00000206567.10"
"14576","THUMPD3-AS1"
"14577","XKR4"
"14578","MIR219A2HG"
"14579","GPX3"
"14580","DIO2"
"14581","SELENOH"
"14582","DIO1"
"14583","STK38L"
"14584","SACM1L"
"14585","TSN"
"14586","SLC48A1"
"14587","IGLV10-54"
"14588","PRR22"
"14589","TAS2R19"
"14590","TAS2R14"
"14591","TAS2R13"
"14592","LINC01089"
"14593","LINC02693"
"14594","RTL8B"
"14595","EWSAT1"
"14596","RNF208"
"14597","MT-ND4L"
"14598","MAP10"
"14599","C2ORF74-DT"
"14600","ZNF580"
"14601","ZNF611"
"14602","SYT3"
"14603","NUP62"
"14604","DENND1B"
"14605","C1ORF220"
"14606","ENSG00000213062.5"
"14607","SFT2D2"
"14608","CEP43"
"14609","SCAF8"
"14610","ACKR1"
"14611","ZNF254"
"14612","ENSG00000213121.2"
"14613","DYNLT2B"
"14614","CRYGS"
"14615","KLHL23"
"14616","FAM24B"
"14617","TRIM59"
"14618","MLLT11"
"14619","ASIC3"
"14620","CCDC183"
"14621","SUPT4H1"
"14622","NRAS"
"14623","LTC4S"
"14624","ANKRD39"
"14625","QTRT1"
"14626","CHUK"
"14627","MXD3"
"14628","GSTM2"
"14629","COG8"
"14630","ARHGAP19"
"14631","HAUS7"
"14632","GPC2"
"14633","KRT222"
"14634","ERV3-1"
"14635","SYNJ2BP"
"14636","ARL2"
"14637","FIRRE"
"14638","TTLL13"
"14639","GBP7"
"14640","RBMXL1"
"14641","SRA1"
"14642","STIMATE"
"14643","DNAJC9"
"14644","C8ORF82"
"14645","CPLX3"
"14646","VDAC1"
"14647","ZBTB9"
"14648","TMX2"
"14649","ENSG00000213600.3"
"14650","HEXA"
"14651","NDUFS3"
"14652","LEPROT"
"14653","LBH"
"14654","PPP1CB"
"14655","LAT"
"14656","NCKIPSD"
"14657","ATF6B"
"14658","S1PR3"
"14659","SLC35F6"
"14660","FAM209B"
"14661","DDAH2"
"14662","RPS29"
"14663","ZNF337-AS1"
"14664","ATP6V1G2"
"14665","ZNF134"
"14666","GTF2H4"
"14667","DDX47"
"14668","ZNF888"
"14669","ZNF845"
"14670","KLRK1"
"14671","EMP2"
"14672","LINC01521"
"14673","PPM1N"
"14674","SLC23A3"
"14675","LTB4R"
"14676","LIPE-AS1"
"14677","DNASE1"
"14678","MDP1"
"14679","CSNK1E"
"14680","IRF9"
"14681","GALT"
"14682","CLDN9"
"14683","ITGA1"
"14684","ENSG00000213963.7"
"14685","NUDT19"
"14686","ZNF726"
"14687","ZNF99"
"14688","TAX1BP3"
"14689","ENSG00000213981.8"
"14690","AP1G2"
"14691","ZNF90"
"14692","ENSG00000213994.3"
"14693","NAXD"
"14694","TM6SF2"
"14695","MEF2B"
"14696","GANC"
"14697","TTLL3"
"14698","REPIN1"
"14699","MRPL23"
"14700","ZNF891"
"14701","LINC02347"
"14702","SMIM7"
"14703","FBXO16"
"14704","TSPAN4"
"14705","CPNE1"
"14706","ARL16"
"14707","WEE2"
"14708","PAXIP1-AS2"
"14709","LYRM4"
"14710","MYCBP"
"14711","TMEM213"
"14712","PRCD"
"14713","LINC00887"
"14714","LINC02026"
"14715","ALG3"
"14716","GCC2-AS1"
"14717","ST7-OT4"
"14718","SH3D21"
"14719","SMIM30"
"14720","C19ORF38"
"14721","IQCJ"
"14722","C17ORF67"
"14723","MINDY4B"
"14724","ENSG00000214248.2"
"14725","FIS1"
"14726","SCART1"
"14727","POU2AF3"
"14728","APTR"
"14729","SPDYE3"
"14730","MBLAC1"
"14731","SOGA3"
"14732","VAC14-AS1"
"14733","NEURL1B"
"14734","HAUS3"
"14735","VSTM5"
"14736","LINC00488"
"14737","KANSL1-AS1"
"14738","LCNL1"
"14739","BBIP1"
"14740","GNAT3"
"14741","VPS33B-DT"
"14742","AS3MT"
"14743","PLIN5"
"14744","SEC14L6"
"14745","SPINK13"
"14746","HIGD1C"
"14747","PPME1"
"14748","STARD10"
"14749","ENSG00000214546.4"
"14750","MEG3"
"14751","ENSG00000214559.3"
"14752","CPEB1"
"14753","EML6"
"14754","ENSG00000214650.3"
"14755","ZNF727"
"14756","B3GALT9"
"14757","ZSWIM8"
"14758","ARHGEF33"
"14759","IFRD2"
"14760","CAPN14"
"14761","ZBED1-ENSG00000214717"
"14762","ENSG00000214719.13"
"14763","TOMM6"
"14764","HNRNPUL2"
"14765","CSKMT"
"14766","ENSG00000214770.3"
"14767","GUCY2C-AS1"
"14768","MS4A4E"
"14769","ENSG00000214803.3"
"14770","FER1L6"
"14771","MTCP1"
"14772","RAD51AP2"
"14773","LINC00612"
"14774","DCDC2C"
"14775","LINC02981"
"14776","SMTNL1"
"14777","LINC00243"
"14778","LINC01588"
"14779","HLA-F-AS1"
"14780","NPIPA8"
"14781","ZSWIM7"
"14782","ENSG00000214942.6"
"14783","ARHGEF28"
"14784","TBC1D26"
"14785","LRRC69"
"14786","ENSG00000214955.5"
"14787","CRPPA"
"14788","NPIPA7"
"14789","ENSG00000214970.8"
"14790","GSG1L2"
"14791","ACSM4"
"14792","RTL10"
"14793","ENSG00000215014.5"
"14794","COL28A1"
"14795","PHB2"
"14796","ENSG00000215022.8"
"14797","CD27-AS1"
"14798","NEURL4"
"14799","GRID2IP"
"14800","ALOX12-AS1"
"14801","ANXA2R-AS1"
"14802","UBXN2B"
"14803","ZNG1F"
"14804","LINC00269"
"14805","NLRP2B"
"14806","PEX26"
"14807","BASP1-AS1"
"14808","CFAP90"
"14809","UBE2QL1"
"14810","LINC02449"
"14811","LINC02649"
"14812","FASTKD5"
"14813","GOLGA8B"
"14814","DHRS4-AS1"
"14815","HOMEZ"
"14816","GAGE10"
"14817","RNF212B"
"14818","DDX3X"
"14819","VPS16"
"14820","FAM66B"
"14821","MYL5"
"14822","MIR99AHG"
"14823","SCRT2"
"14824","MIR17HG"
"14825","ZNF407"
"14826","MCM3AP-AS1"
"14827","NPEPL1"
"14828","AATBC"
"14829","SIAH3"
"14830","LINC00598"
"14831","EFCAB8"
"14832","C20ORF202"
"14833","CELA2B"
"14834","TMEM242"
"14835","TMEM167B"
"14836","TNFRSF25"
"14837","SLC35E2A"
"14838","ZC3H11B"
"14839","TSTD1"
"14840","LINC01356"
"14841","CYB5RL"
"14842","C1ORF167"
"14843","TTC34"
"14844","ATAD3C"
"14845","LY86-AS1"
"14846","RBM33-DT"
"14847","CCDC7"
"14848","FNIP1"
"14849","CKLF"
"14850","ENSG00000217702.3"
"14851","PAM16"
"14852","RBM38-AS1"
"14853","TENM3"
"14854","GPC1-AS1"
"14855","LINC00339"
"14856","LINC03010"
"14857","CEBPZOS"
"14858","PAPOLB"
"14859","ZNF579"
"14860","RNASEK"
"14861","ENSG00000219410.6"
"14862","CATSPERZ"
"14863","TAFA5"
"14864","ENSG00000219445.2"
"14865","NBPF1"
"14866","UMAD1"
"14867","FAM228B"
"14868","ZNF433-AS1"
"14869","LINGO3"
"14870","LINC02076"
"14871","ZGLP1"
"14872","VAMP2"
"14873","ENSG00000220256.4"
"14874","HTR5A-AS1"
"14875","PPP3CB-AS1"
"14876","EBF2"
"14877","C6ORF226"
"14878","PPP3R1"
"14879","PSG3"
"14880","FANCG"
"14881","AP4M1"
"14882","C2ORF16"
"14883","PLXNA4"
"14884","CEBPD"
"14885","PSG7"
"14886","OR3A2"
"14887","ARIH2OS"
"14888","FAM200C"
"14889","NPTXR"
"14890","FAM200A"
"14891","PPP2R2A"
"14892","C19ORF73"
"14893","ZNF880"
"14894","TRIM16"
"14895","HEPN1"
"14896","TIGD1"
"14897","FXYD7"
"14898","XKR9"
"14899","SLC12A8"
"14900","FADS3"
"14901","CCNL2"
"14902","UBA52"
"14903","MYBPHL"
"14904","PPT2"
"14905","EXOC3-AS1"
"14906","ZNF630"
"14907","LINC01118"
"14908","ENSG00000222007.6"
"14909","BTBD19"
"14910","FAM185A"
"14911","ENSG00000222012.1"
"14912","RAB6C"
"14913","ENSG00000222017.1"
"14914","HDAC4-AS1"
"14915","LINC01793"
"14916","ENSG00000222031.1"
"14917","ENSG00000222032.2"
"14918","KIAA2012-AS1"
"14919","CYTOR"
"14920","ENSG00000222042.2"
"14921","DCDC2B"
"14922","ENSG00000223343.1"
"14923","ZNF385D-AS2"
"14924","ENSG00000223356.1"
"14925","ENSG00000223379.1"
"14926","LINC02068"
"14927","ENSG00000223390.1"
"14928","CLDN10-AS1"
"14929","ENSG00000223393.2"
"14930","MEG9"
"14931","ENSG00000223436.1"
"14932","TH2LCRR"
"14933","ENSG00000223462.2"
"14934","NUTM2A-AS1"
"14935","ENSG00000223492.1"
"14936","EXOSC6"
"14937","VPS52"
"14938","ENSG00000223502.1"
"14939","LINC02968-ENSG00000223511"
"14940","ENSG00000223522.2"
"14941","ENSG00000223523.1"
"14942","RABGAP1L-IT1"
"14943","ENSG00000223536.7"
"14944","ZBTB24-DT"
"14945","LINC00630"
"14946","ZNF844"
"14947","LINC03007"
"14948","ENSG00000223563.1"
"14949","CKMT1A"
"14950","TINCR"
"14951","ENSG00000223576.2"
"14952","ENSG00000223598.1"
"14953","ENSG00000223642.7"
"14954","LINC03076"
"14955","BCL10-AS1"
"14956","ENSG00000223665.1"
"14957","LINC00571"
"14958","MYH9-DT"
"14959","ENSG00000223697.3"
"14960","LINC01422"
"14961","LINC01208"
"14962","ENSG00000223725.6"
"14963","ENSG00000223727.6"
"14964","ENSG00000223732.2"
"14965","LAPTM4A-DT"
"14966","CCDC18-AS1"
"14967","MIR503HG"
"14968","LINC00205"
"14969","CACNA2D1-AS1"
"14970","ENSG00000223774.5"
"14971","LINC01983"
"14972","ENSG00000223786.1"
"14973","ENSG00000223795.2"
"14974","ENTPD3-AS1"
"14975","IL10RB-DT"
"14976","CERS1"
"14977","PYDC2-AS1"
"14978","PRR15-DT"
"14979","ENSG00000223834.5"
"14980","ENSG00000223838.2"
"14981","EFCAB6-AS1"
"14982","PDGFA-DT"
"14983","HLA-DPB1"
"14984","LINC01921"
"14985","ABCC5-AS1"
"14986","LINC01707"
"14987","ENSG00000223884.7"
"14988","OSER1-DT"
"14989","ENSG00000223901.2"
"14990","ZNF32-AS3"
"14991","ENSG00000223911.1"
"14992","LINC02471"
"14993","ENSG00000223930.9"
"14994","LGALSL-DT"
"14995","ENSG00000223942.2"
"14996","ENSG00000223944.3"
"14997","ENSG00000223947.1"
"14998","ROR1-AS1"
"14999","CHROMR"
"15000","ENSG00000223969.7"
"15001","ENSG00000224015.1"
"15002","LINC01449"
"15003","MIR181A2HG"
"15004","EDRF1-DT"
"15005","LINC01853"
"15006","EPB41L4A-AS1"
"15007","CCNT2-AS1"
"15008","CPTP"
"15009","CALCRL-AS1"
"15010","ENSG00000224066.1"
"15011","ENSG00000224076.5"
"15012","SNHG14"
"15013","PPM1F-AS1"
"15014","BCAR3-AS1"
"15015","ELMO1-AS1"
"15016","CENPVL3"
"15017","INHBA-AS1"
"15018","MIR548XHG"
"15019","LINC02054"
"15020","LINC02828"
"15021","DNAJC27-AS1"
"15022","LINC01357"
"15023","LINC00570"
"15024","MIR3681HG"
"15025","PITX1-AS1"
"15026","SEZ6L-AS1"
"15027","PHEX-AS1"
"15028","LINC00466"
"15029","ENSG00000224216.1"
"15030","DTNB-AS1"
"15031","LINC02636"
"15032","VSTM2A-OT1"
"15033","ENSG00000224228.2"
"15034","WARS2-IT1"
"15035","SOX1-OT"
"15036","ENSG00000224247.1"
"15037","LINC01133"
"15038","EPIC1"
"15039","SLC25A5-AS1"
"15040","PORCN-DT"
"15041","LINC02975"
"15042","LINC01567"
"15043","CHL1-AS2"
"15044","MDC1-AS1"
"15045","FAM135A-AS1"
"15046","TMCO1-AS1"
"15047","ENSG00000224361.1"
"15048","ENSG00000224363.2"
"15049","ENSG00000224376.3"
"15050","ENSG00000224384.1"
"15051","LINC01280"
"15052","GPC6-AS2"
"15053","ENSG00000224404.2"
"15054","PRKAR2A-AS1"
"15055","LINC00539"
"15056","LINC01708"
"15057","TANK-AS1"
"15058","ATXN1L"
"15059","ENSG00000224481.4"
"15060","TTC21B-AS1"
"15061","HEXIM2-AS1"
"15062","MRPS9-AS2"
"15063","LINC00365"
"15064","LINC00620"
"15065","HTR2A-AS1"
"15066","SMIM13"
"15067","TMLHE-AS1"
"15068","CSRP1-AS1"
"15069","ENSG00000224541.1"
"15070","LINC01754"
"15071","LINC01886"
"15072","LINC01117"
"15073","HNRNPA1L3"
"15074","MIR3659HG"
"15075","ZMIZ1-AS1"
"15076","FGGY-DT"
"15077","RNPC3-DT"
"15078","TNK2-AS1"
"15079","RTCA-AS1"
"15080","ENSG00000224635.2"
"15081","ENSG00000224643.5"
"15082","LINC01823"
"15083","ENSG00000224658.1"
"15084","SH3BP5-AS1"
"15085","ENSG00000224671.2"
"15086","ENSG00000224675.1"
"15087","RASAL2-AS1"
"15088","LAMTOR5-AS1"
"15089","ENSG00000224700.2"
"15090","E2F3-IT1"
"15091","NPIPA3"
"15092","ENSG00000224713.4"
"15093","LINC02671"
"15094","ENSG00000224715.1"
"15095","ENSG00000224731.1"
"15096","ENSG00000224738.2"
"15097","ENSG00000224746.2"
"15098","ENSG00000224764.1"
"15099","ATP2B2-IT2"
"15100","ENSG00000224789.1"
"15101","HLCS-AS1"
"15102","NTM-AS1"
"15103","TMEM72-AS1"
"15104","LINC03046"
"15105","ENSG00000224819.2"
"15106","THRB-IT1"
"15107","RORB-AS1"
"15108","LINC00240"
"15109","NQO2-AS1"
"15110","ENSG00000224848.4"
"15111","LINC00393"
"15112","OPA1-AS1"
"15113","ENSG00000224865.8"
"15114","MRPL20-AS1"
"15115","EML4-AS1"
"15116","NDUFAF8"
"15117","ENSG00000224879.1"
"15118","ENSG00000224888.4"
"15119","LINC02840"
"15120","POT1-AS1"
"15121","RNF32-AS1"
"15122","ENSG00000224905.8"
"15123","LINC00863"
"15124","ENSG00000224919.1"
"15125","LINC00320"
"15126","GOT1-DT"
"15127","ENSG00000224935.2"
"15128","LINC00184"
"15129","PRRT4"
"15130","CASC6"
"15131","ENSG00000224945.1"
"15132","LINC01266"
"15133","LARGE-AS1"
"15134","INE1"
"15135","TMEM233"
"15136","ENSG00000225032.5"
"15137","ENSG00000225057.2"
"15138","WWC3-AS1"
"15139","ENSG00000225087.2"
"15140","ENSG00000225096.3"
"15141","ENSG00000225106.1"
"15142","PNMA6F"
"15143","ENSG00000225112.1"
"15144","ENSG00000225113.1"
"15145","LINC00972"
"15146","SLC9A3-AS1"
"15147","ENSG00000225144.2"
"15148","ENSG00000225146.1"
"15149","ENSG00000225148.1"
"15150","ENSG00000225166.2"
"15151","LINC00457"
"15152","PVALEF"
"15153","PLEKHM1"
"15154","LINC00092"
"15155","PDK1-AS1"
"15156","MIR137HG"
"15157","ENSG00000225214.1"
"15158","ENSG00000225218.1"
"15159","LINC02470"
"15160","ENSG00000225233.2"
"15161","TRAPPC12-AS1"
"15162","LINC00378"
"15163","ENSG00000225258.1"
"15164","PCDH9-AS3"
"15165","TAF1A-AS1"
"15166","ENSG00000225279.2"
"15167","LINC02935"
"15168","ENSG00000225299.1"
"15169","ENSG00000225300.1"
"15170","ENSG00000225313.5"
"15171","LINC01594"
"15172","ENSG00000225330.1"
"15173","LINC02813"
"15174","ENSG00000225335.3"
"15175","ENSG00000225339.4"
"15176","LRRK2-DT"
"15177","PPP1R26-AS1"
"15178","TMEM246-AS1"
"15179","NRSN2-AS1"
"15180","SFTA1P"
"15181","ENSG00000225399.4"
"15182","ENSG00000225420.1"
"15183","ENSG00000225421.2"
"15184","LINC00331"
"15185","LINC01504"
"15186","PACRG-AS2"
"15187","BOLA3-DT"
"15188","MPRIP-AS1"
"15189","LINC01763"
"15190","ENSG00000225450.1"
"15191","ENSG00000225457.1"
"15192","ENSG00000225458.1"
"15193","RFPL1S"
"15194","JPX"
"15195","NFIB-AS1"
"15196","PLCB1-IT1"
"15197","NUTM2B-AS1"
"15198","ENSG00000225489.8"
"15199","LINC01107"
"15200","ENSG00000225498.1"
"15201","CYP4A22-AS1"
"15202","LINC01703"
"15203","SNED1-AS1"
"15204","MKRN2OS"
"15205","LINC01393"
"15206","LINC01821"
"15207","ZNF385D-AS1"
"15208","LINC02476"
"15209","ENSG00000225555.2"
"15210","DOCK4-AS1"
"15211","NCBP2-AS1"
"15212","EDNRB-AS1"
"15213","ENSG00000225588.2"
"15214","MTOR-AS1"
"15215","ENSG00000225605.3"
"15216","ENSG00000225610.1"
"15217","CCDC13-AS2"
"15218","ZNF469"
"15219","MYT1L-AS1"
"15220","AGBL4-IT1"
"15221","ENSG00000225643.1"
"15222","ENSG00000225647.2"
"15223","ENSG00000225649.7"
"15224","KCNMA1-AS3"
"15225","MCRIP1"
"15226","CADM3-AS1"
"15227","LRP8-DT"
"15228","PACRG-AS3"
"15229","ENSG00000225689.2"
"15230","SLC26A6"
"15231","PTPRD-AS1"
"15232","ENSG00000225718.2"
"15233","ENSG00000225721.5"
"15234","FAM66E"
"15235","FGD5-AS1"
"15236","NRG3-AS1"
"15237","MEG8"
"15238","ENSG00000225750.1"
"15239","ENSG00000225751.2"
"15240","ENSG00000225752.1"
"15241","DBH-AS1"
"15242","LINC01389"
"15243","P3H2-AS1"
"15244","FAF1-AS1"
"15245","ENSG00000225775.1"
"15246","PROSER2-AS1"
"15247","MIAT"
"15248","TRAM2-AS1"
"15249","SNX10-AS1"
"15250","TMEM30A-DT"
"15251","ENSG00000225794.3"
"15252","ENSG00000225806.8"
"15253","ENSG00000225807.2"
"15254","ENSG00000225811.1"
"15255","LINC00626"
"15256","FAM229A"
"15257","ERCC6"
"15258","TRMT2B-AS1"
"15259","ENSG00000225850.4"
"15260","RUSC1-AS1"
"15261","PSG8-AS1"
"15262","ENSG00000225879.2"
"15263","LINC00115"
"15264","LINC01456"
"15265","ENSG00000225885.7"
"15266","ENSG00000225889.10"
"15267","DHDDS-AS1"
"15268","ENSG00000225913.2"
"15269","TSBP1-AS1"
"15270","NOL7"
"15271","PCA3"
"15272","C5ORF67"
"15273","SATB2-AS1"
"15274","ENSG00000225963.8"
"15275","NRIR"
"15276","ELFN1"
"15277","PIGBOS1"
"15278","ZNF567-DT"
"15279","HAR1A"
"15280","LAMP5-AS1"
"15281","LINC02660"
"15282","KCNIP2-AS1"
"15283","PRICKLE2-AS3"
"15284","ENSG00000226022.1"
"15285","RWDD3-DT"
"15286","LINC01772"
"15287","FGF13-AS1"
"15288","ZNF503-AS1"
"15289","LINC01776"
"15290","LINC00623"
"15291","LINC00951"
"15292","LINC00937"
"15293","LINC02097"
"15294","FTCDNL1"
"15295","ENSG00000226134.1"
"15296","BAIAP2-DT"
"15297","LINC02654"
"15298","ENSG00000226149.6"
"15299","AP4B1-AS1"
"15300","TEX22"
"15301","LINC00685-ENSG00000226179"
"15302","LINC02519"
"15303","ENSG00000226197.4"
"15304","SGMS1-AS1"
"15305","GAS1RR"
"15306","ENSG00000226239.2"
"15307","GRM7-AS3"
"15308","ENSG00000226266.8"
"15309","ARHGAP26-AS1"
"15310","ENSG00000226276.1"
"15311","ENSG00000226277.2"
"15312","ENSG00000226310.2"
"15313","CFLAR-AS1"
"15314","LINC01811"
"15315","ENSG00000226323.1"
"15316","NUP50-DT"
"15317","PPP1R15B-AS1"
"15318","ENSG00000226332.2"
"15319","TMEM252-DT"
"15320","ENSG00000226349.1"
"15321","ENSG00000226355.2"
"15322","ST7-AS2"
"15323","ENSG00000226375.1"
"15324","LINC01876"
"15325","KCNQ2-AS1"
"15326","ENSG00000226398.1"
"15327","ENSG00000226409.3"
"15328","SLC16A1-AS1"
"15329","ENSG00000226438.1"
"15330","LAMA4-AS1"
"15331","THBS2-AS1"
"15332","LINC02542"
"15333","ENSG00000226454.3"
"15334","ENSG00000226465.5"
"15335","ENSG00000226471.7"
"15336","LINC01748"
"15337","TMEM185B"
"15338","ENSG00000226484.2"
"15339","C8ORF90"
"15340","LINC02549"
"15341","ENSG00000226506.6"
"15342","LINC01918"
"15343","LINC00390"
"15344","ENSG00000226526.1"
"15345","ENSG00000226530.4"
"15346","CYP4F26P"
"15347","ENSG00000226571.2"
"15348","ENSG00000226576.1"
"15349","ENSG00000226578.1"
"15350","LINC02848"
"15351","ENSG00000226605.1"
"15352","LINC00343"
"15353","ENSG00000226622.7"
"15354","SHANK2-AS1"
"15355","ENSG00000226644.5"
"15356","ENSG00000226647.2"
"15357","PLCG1-AS1"
"15358","KIF4B"
"15359","ENSG00000226661.1"
"15360","TEX41"
"15361","LINC02679"
"15362","ENSG00000226680.2"
"15363","LINC01535"
"15364","ENTPD1-AS1"
"15365","ENSG00000226690.9"
"15366","LENG8-AS1"
"15367","FGF12-AS3"
"15368","FAM66C"
"15369","LINC01709"
"15370","PTPRD-DT"
"15371","HSBP1L1"
"15372","SMCR5"
"15373","MAGOH-DT"
"15374","PP12613"
"15375","DAB1-AS1"
"15376","LINC02668"
"15377","SRRM5"
"15378","LINC03012"
"15379","ENSG00000226771.1"
"15380","ENSG00000226772.1"
"15381","NAALADL2-AS2"
"15382","ENSG00000226782.2"
"15383","LINC02611"
"15384","C13ORF42"
"15385","ENSG00000226797.2"
"15386","ZNF451-AS1"
"15387","LINC00840"
"15388","MEIS1-AS3"
"15389","ENSG00000226824.8"
"15390","LINC01509"
"15391","LINC02774"
"15392","ENSG00000226829.2"
"15393","PPP1CB-DT"
"15394","LINC00348"
"15395","ENSG00000226849.1"
"15396","ZNF277-AS1"
"15397","THORLNC"
"15398","ENSG00000226862.1"
"15399","LHFPL3-AS1"
"15400","ENSG00000226872.2"
"15401","SMYD3-AS1"
"15402","ENSG00000226877.9"
"15403","ENSG00000226883.1"
"15404","ERVMER34-1"
"15405","LINC01359"
"15406","ENSG00000226899.1"
"15407","LINC00354"
"15408","ENSG00000226904.1"
"15409","BSN-DT"
"15410","ENSG00000226919.4"
"15411","DANCR"
"15412","NCKAP5-AS2"
"15413","ENSG00000226965.2"
"15414","LINC01692"
"15415","LINC01203"
"15416","ENSG00000226994.9"
"15417","LINC00658"
"15418","ENSG00000227006.2"
"15419","FKBP14-AS1"
"15420","LINC02796"
"15421","SLC8A1-AS1"
"15422","ENSG00000227033.1"
"15423","LINC00511"
"15424","ENSG00000227042.1"
"15425","ENSG00000227045.1"
"15426","ENSG00000227050.1"
"15427","C14ORF132"
"15428","MUC12-AS1"
"15429","WDR46"
"15430","LINC00629"
"15431","ENSG00000227068.1"
"15432","EPS15-AS1"
"15433","LINC02094"
"15434","LINC02798"
"15435","ENSG00000227083.1"
"15436","ENSG00000227088.2"
"15437","SLC6A17-AS1"
"15438","ENSG00000227098.2"
"15439","ENSG00000227101.2"
"15440","ENSG00000227107.1"
"15441","LMCD1-AS1"
"15442","LINC01630"
"15443","HORMAD2-AS1"
"15444","ZNF717"
"15445","DOCK8-AS2"
"15446","WDR11-DT"
"15447","YAE1-DT"
"15448","ENSG00000227189.2"
"15449","ENSG00000227193.2"
"15450","MIR663AHG"
"15451","ENSG00000227197.1"
"15452","ST7-AS1"
"15453","WDR35-DT"
"15454","ENSG00000227215.1"
"15455","ENSG00000227227.1"
"15456","ENSG00000227230.1"
"15457","ENSG00000227240.2"
"15458","LINC00845"
"15459","NALF1-IT1"
"15460","COPS8-DT"
"15461","MIS18A-AS1"
"15462","SMIM2-AS1"
"15463","KLLN"
"15464","MYOCD-AS1"
"15465","ENSG00000227279.2"
"15466","LINC01364"
"15467","ENSG00000227292.1"
"15468","ENSG00000227294.1"
"15469","ENSG00000227303.1"
"15470","ENSG00000227330.1"
"15471","PARG"
"15472","RBM26-AS1"
"15473","ENSG00000227355.5"
"15474","GOLGA7B-DT"
"15475","LINC02936"
"15476","RABGAP1L-DT"
"15477","ENSG00000227388.3"
"15478","HPN-AS1"
"15479","KIF9-AS1"
"15480","ENSG00000227400.2"
"15481","ZMYM4-AS1"
"15482","CSE1L-DT"
"15483","LINC00310"
"15484","ENSG00000227463.3"
"15485","LINC01537"
"15486","CCDC148-AS1"
"15487","ENSG00000227486.4"
"15488","NCAM1-AS1"
"15489","ENSG00000227496.3"
"15490","ENSG00000227498.2"
"15491","SCAMP4"
"15492","LTB"
"15493","ENSG00000227516.1"
"15494","LINC01483"
"15495","MIR1302-9HG"
"15496","ENSG00000227531.1"
"15497","SLC2A1-DT"
"15498","DNAJC9-AS1-ENSG00000227540"
"15499","MYO1B-AS1"
"15500","SPAG5-AS1"
"15501","ENSG00000227579.6"
"15502","CNTN4-AS2"
"15503","HSD11B1-AS1"
"15504","ENSG00000227598.1"
"15505","CERS6-AS1"
"15506","ENSG00000227627.5"
"15507","LINC01132"
"15508","SOX21-AS1"
"15509","STEAP2-AS1"
"15510","LINC00355"
"15511","LINC01068"
"15512","ENSG00000227678.8"
"15513","ENSG00000227681.5"
"15514","ENSG00000227683.1"
"15515","DNMBP-AS1"
"15516","ENSG00000227704.3"
"15517","ENSG00000227705.1"
"15518","LINC01850"
"15519","ENSG00000227712.3"
"15520","ENSG00000227713.2"
"15521","ENSG00000227718.1"
"15522","ENSG00000227719.1"
"15523","ENSG00000227733.12"
"15524","LINC02803"
"15525","ENSG00000227741.1"
"15526","ENSG00000227748.2"
"15527","ENSG00000227757.3"
"15528","ENSG00000227769.7"
"15529","ASH1L-IT1"
"15530","ENSG00000227782.2"
"15531","ENSG00000227803.2"
"15532","INKA2-AS1"
"15533","SUCLA2-AS1"
"15534","ENSG00000227857.2"
"15535","ENSG00000227863.3"
"15536","TEX46"
"15537","MRLN"
"15538","ENSG00000227885.4"
"15539","FAM66A"
"15540","WAPL-DT"
"15541","SNAP25-AS1"
"15542","IL6ST-DT"
"15543","SRGAP3-AS3"
"15544","PTPRK-AS1"
"15545","INO80D-AS1"
"15546","LINC01341"
"15547","TARID"
"15548","ENSG00000227958.1"
"15549","RBM15-AS1"
"15550","LINC01429"
"15551","ENSG00000228010.6"
"15552","RAPGEF4-AS1"
"15553","ENSG00000228021.7"
"15554","HCG20"
"15555","ENSG00000228027.1"
"15556","ENSG00000228031.4"
"15557","ENSG00000228033.6"
"15558","NGF-AS1"
"15559","SPOPL-DT"
"15560","ENSG00000228044.3"
"15561","POLR2J2"
"15562","PABPC4-AS1"
