"","gene_names"
"5313","TXNDC17"
"5314","ATP1B2"
"5315","FXR2"
"5316","KIF1C"
"5317","MPDU1"
"5318","PHF20L1"
"5319","DNAAF11"
"5320","CCNT1"
"5321","PUS7L"
"5322","KRI1"
"5323","ILF3"
"5324","SLC44A2"
"5325","AP1M2"
"5326","CDKN2D"
"5327","MTUS1"
"5328","KLK14"
"5329","KLK10"
"5330","NGDN"
"5331","RAB2B"
"5332","BCL2L2"
"5333","DTD2"
"5334","PARP2"
"5335","HEATR5A"
"5336","SNX6"
"5337","EAPP"
"5338","EGLN3"
"5339","MIS18BP1"
"5340","NRL"
"5341","RNASE1"
"5342","NEDD8"
"5343","DAD1"
"5344","TEP1"
"5345","EPB41L4A"
"5346","CDO1"
"5347","REEP5"
"5348","ITFG1"
"5349","QRICH2"
"5350","SEC14L1"
"5351","RHBDF2"
"5352","AANAT"
"5353","ARHGEF6"
"5354","MAP7D3"
"5355","FGF13"
"5356","ASH2L"
"5357","TTI2"
"5358","CHRNA10"
"5359","CDKN1C"
"5360","RPS4Y1"
"5361","KLF16"
"5362","PGAP6"
"5363","DOHH"
"5364","MAU2"
"5365","SHC2"
"5366","PLPPR3"
"5367","ABHD17A"
"5368","SYT5"
"5369","CBFA2T3"
"5370","GAMT"
"5371","PUDP"
"5372","ERMARD"
"5373","PHF10"
"5374","PRRG3"
"5375","GALNT8"
"5376","KCNA5"
"5377","CRACR2A"
"5378","NXNL2"
"5379","STARD8"
"5380","NALF2"
"5381","SAT1"
"5382","GNL3L"
"5383","SH3BP4"
"5384","MOSPD2"
"5385","DOCK6"
"5386","ECSIT"
"5387","LDLR"
"5388","ELOF1"
"5389","TSPAN16"
"5390","PRKCSH"
"5391","CNN1"
"5392","CDC16"
"5393","THEM6"
"5394","NECTIN2"
"5395","APOE"
"5396","TOMM40"
"5397","APOC1"
"5398","GADD45G"
"5399","LRCH2"
"5400","DPP6"
"5401","XPO7"
"5402","ACE2"
"5403","FAM98C"
"5404","SAFB2"
"5405","RPL36"
"5406","NCAN"
"5407","KIF1A"
"5408","GTPBP3"
"5409","PLVAP"
"5410","SLC27A1"
"5411","NSUN5"
"5412","USHBP1"
"5413","COLGALT1"
"5414","DDA1"
"5415","MRPL34"
"5416","PGLS"
"5417","LSM7"
"5418","TULP4"
"5419","SNX9"
"5420","RTN4IP1"
"5421","QRSL1"
"5422","MTRES1"
"5423","RSPH3"
"5424","MAS1"
"5425","ACSBG2"
"5426","MLLT1"
"5427","AFDN"
"5428","ACTN4"
"5429","STK33"
"5430","NDUFA10"
"5431","ARPC1B"
"5432","CACNG6"
"5433","ZSWIM6"
"5434","FCHO1"
"5435","UNC13A"
"5436","MAP1S"
"5437","PXDN"
"5438","SSBP4"
"5439","GDF15"
"5440","PGPEP1"
"5441","IQCN"
"5442","LSM4"
"5443","JUND"
"5444","TRPM4"
"5445","SULT4A1"
"5446","ZNF557"
"5447","OLFM1"
"5448","CAMSAP1"
"5449","UBAC1"
"5450","SAG"
"5451","ZBTB46"
"5452","HELZ2"
"5453","SAMD10"
"5454","LSP1"
"5455","H19-ENSG00000130600"
"5456","COL5A1"
"5457","ATXN10"
"5458","TUBGCP2"
"5459","CALY"
"5460","CYP2E1"
"5461","PNPLA7"
"5462","HBZ"
"5463","PAK4"
"5464","ZNF337"
"5465","CEP85"
"5466","TAF4"
"5467","LAMA5"
"5468","OSBPL2"
"5469","ADRM1"
"5470","ASS1"
"5471","PRDM12"
"5472","EXOSC2"
"5473","POMT1"
"5474","UCK1"
"5475","FIBCD1"
"5476","CHMP2A"
"5477","UBE2M"
"5478","TRIM28"
"5479","METTL26"
"5480","YIPF2"
"5481","ATG4D"
"5482","EIF2S3"
"5483","TMEM160"
"5484","ZC3H4"
"5485","NPAS1"
"5486","GMFG"
"5487","MAP3K10"
"5488","ARHGEF16"
"5489","LRRC47"
"5490","SESN2"
"5491","SMPDL3B"
"5492","ATP5IF1"
"5493","MED18"
"5494","THEMIS2"
"5495","CLIP1"
"5496","CCDC62"
"5497","HIP1R"
"5498","ZNF317"
"5499","PPAN"
"5500","EIF3G"
"5501","ANGPTL6"
"5502","SHFL"
"5503","DNMT1"
"5504","ZNF426"
"5505","SLC6A8"
"5506","PNCK"
"5507","DKC1"
"5508","PLXNA3"
"5509","DUSP9"
"5510","MPP1"
"5511","ZNF331"
"5512","ZNF236"
"5513","LRP3"
"5514","MTRFR"
"5515","NOL11"
"5516","UBE4B"
"5517","CASZ1"
"5518","HABP4"
"5519","FBP2"
"5520","SLC35D2"
"5521","PRRG1"
"5522","UBA1"
"5523","RGN"
"5524","POLN"
"5525","PPIL4"
"5526","ULBP2"
"5527","AKAP12"
"5528","SYNE1"
"5529","ULBP3"
"5530","LATS1"
"5531","AAR2"
"5532","TTLL9"
"5533","RBM39"
"5534","ZNF341"
"5535","GGT7"
"5536","ACSS2"
"5537","ARHGEF9"
"5538","C1QL1"
"5539","GFAP"
"5540","PYY"
"5541","HIGD1B"
"5542","ATP6V1E1"
"5543","ZNF227"
"5544","ZNF428"
"5545","TEX101"
"5546","ZNF141"
"5547","COX4I1"
"5548","EMC8"
"5549","GSE1"
"5550","GINS2"
"5551","CHMP1A"
"5552","SH3BGRL"
"5553","COX7B"
"5554","F12-ENSG00000131187"
"5555","PRR7"
"5556","NFATC1"
"5557","IDO1"
"5558","GJA9"
"5559","CAP1"
"5560","PPT1"
"5561","RAB11FIP4"
"5562","RLIM"
"5563","ABCB7"
"5564","TRAF3"
"5565","HAUS8"
"5566","ADGRE3"
"5567","MRPS25"
"5568","SH3BP5"
"5569","HACL1"
"5570","TBC1D5"
"5571","CAPN7"
"5572","RFTN1"
"5573","C3ORF20"
"5574","RBSN"
"5575","GALNT15"
"5576","SLC6A6"
"5577","KCNC3"
"5578","NAPSA"
"5579","NR1H2"
"5580","LRRC4B"
"5581","PDLIM4"
"5582","KIF3A"
"5583","MGAT1"
"5584","GFPT2"
"5585","TUBG1"
"5586","PSME3"
"5587","RPL27"
"5588","PSMC3IP"
"5589","AOC3"
"5590","ACLY"
"5591","VPS25"
"5592","AOC2"
"5593","NDUFA2"
"5594","ANKHD1"
"5595","DIAPH1"
"5596","NDFIP1"
"5597","UBE2D2"
"5598","EXOC4"
"5599","ACAP3"
"5600","C1ORF159"
"5601","ANO1"
"5602","PPFIA1"
"5603","TMEM204"
"5604","THOC6"
"5605","TRAF7"
"5606","NINJ1"
"5607","NPHP4"
"5608","MAP1B"
"5609","WDR44"
"5610","CKMT2"
"5611","ZCCHC9"
"5612","STARD3"
"5613","RARA"
"5614","PPP1R1B"
"5615","KHDRBS3"
"5616","CHD1L"
"5617","PEX11B"
"5618","FMO5"
"5619","PIAS3"
"5620","PRKAB2"
"5621","PDHA1"
"5622","RAI2"
"5623","MCCC2"
"5624","ZNF304"
"5625","ZSCAN5A"
"5626","ZNF132"
"5627","SELENOS"
"5628","CHSY1"
"5629","SNRPA1"
"5630","LLGL1"
"5631","THAP1"
"5632","RHPN2"
"5633","C19ORF12"
"5634","FAAP24"
"5635","LRRC9"
"5636","ACTR10"
"5637","ABHD12B"
"5638","GCH1"
"5639","LGALS3"
"5640","PODNL1"
"5641","DNAJB1"
"5642","ZSWIM4"
"5643","FBXW9"
"5644","RFX1"
"5645","ZNF20"
"5646","BRME1"
"5647","DCAF15"
"5648","CC2D1A"
"5649","RTBDN"
"5650","SPATA6"
"5651","LRRC41"
"5652","CCT6B"
"5653","DHX30"
"5654","RAF1"
"5655","SLC6A11"
"5656","PPARG"
"5657","NUP210"
"5658","HSD17B7"
"5659","ENOSF1"
"5660","LINC00470"
"5661","EMILIN2"
"5662","ARFIP2"
"5663","TRIM5"
"5664","CNGA4"
"5665","TRIM22"
"5666","RRP8"
"5667","TIMM10B"
"5668","EFR3A"
"5669","HHLA1"
"5670","PTCD3"
"5671","IMMT"
"5672","MRPL35"
"5673","IQCA1"
"5674","ILKAP"
"5675","PER2"
"5676","RAMP1"
"5677","SCLY"
"5678","PTPRE"
"5679","RAN"
"5680","PRKAA1"
"5681","RAP1GAP2"
"5682","CLUH"
"5683","INPP5K"
"5684","MYBBP1A"
"5685","RPA1"
"5686","SERPINF1"
"5687","UBE2G1"
"5688","EEFSEC"
"5689","TBC1D14"
"5690","TMEM128"
"5691","COQ3"
"5692","PNISR"
"5693","POPDC3"
"5694","SEC61G"
"5695","LANCL2"
"5696","FIGNL1"
"5697","GRSF1"
"5698","ANKRD17"
"5699","UTP3"
"5700","ITGB4"
"5701","WBP2"
"5702","H3-3B"
"5703","UNK"
"5704","TRIM47"
"5705","ZRANB2"
"5706","EIF5A"
"5707","KDM6B"
"5708","SLC52A1"
"5709","GUCY2D"
"5710","GPS2"
"5711","XAF1"
"5712","DLG4"
"5713","RIDA"
"5714","VPS13B"
"5715","RGS22"
"5716","MATN2"
"5717","REEP2"
"5718","PCBD2"
"5719","SDF2"
"5720","FLOT2"
"5721","ERAL1"
"5722","PRMT7"
"5723","NIP7"
"5724","TERF2"
"5725","VPS4A"
"5726","MTSS2"
"5727","HSPA12B"
"5728","ANKEF1"
"5729","PCED1A"
"5730","SNAP25"
"5731","BTBD3"
"5732","PCNA"
"5733","NXT1"
"5734","POLR3F"
"5735","RIN2"
"5736","PTPRA"
"5737","DAP3"
"5738","KHDC4"
"5739","ATP1A4"
"5740","NES"
"5741","BCAN"
"5742","ARHGEF11"
"5743","HAPLN2"
"5744","DCAF8"
"5745","SYT11"
"5746","IGHMBP2"
"5747","TESMIN"
"5748","MMACHC"
"5749","DPH2"
"5750","TOE1"
"5751","NASP"
"5752","MUTYH"
"5753","CTNNBL1"
"5754","LPIN3"
"5755","ZSWIM3"
"5756","RBM38"
"5757","VSTM2L"
"5758","OSER1"
"5759","SERINC3"
"5760","PPP1R3D"
"5761","DMGDH"
"5762","BHMT2"
"5763","AP3B1"
"5764","ZBED3"
"5765","PATJ"
"5766","KANK4"
"5767","SYT4"
"5768","SLC14A2"
"5769","FBXO44"
"5770","CPLANE2"
"5771","CASP9"
"5772","NMUR2"
"5773","DCTN4"
"5774","PDE6A"
"5775","ATP8A2"
"5776","MTUS2"
"5777","ZMYM5"
"5778","USPL1"
"5779","XPO4"
"5780","TPTE2"
"5781","POMP"
"5782","CDK8"
"5783","WASF3"
"5784","RNF17"
"5785","GPR12"
"5786","CHRM3"
"5787","MYH10"
"5788","PEMT"
"5789","SCO1"
"5790","MPRIP"
"5791","CHI3L1"
"5792","PIK3C2B"
"5793","DSTYK"
"5794","CHIT1"
"5795","SLC41A1"
"5796","LGR6"
"5797","TMCC2"
"5798","DCLK1"
"5799","CCNA1"
"5800","COG6"
"5801","SPART"
"5802","EPSTI1"
"5803","TRPC4"
"5804","POSTN"
"5805","RFXAP"
"5806","TPT1"
"5807","GPALPP1"
"5808","KL"
"5809","RFC3"
"5810","STARD13"
"5811","MORC4"
"5812","BEX2"
"5813","RNF128"
"5814","TBC1D8B"
"5815","TCEAL4"
"5816","BEX1"
"5817","FAM104A"
"5818","SLC39A11"
"5819","EPHB2"
"5820","SRRM1"
"5821","BTBD2"
"5822","PRAM1"
"5823","KMT5C"
"5824","ZNF414"
"5825","PDE6B"
"5826","HSPBP1"
"5827","CSNK1G2"
"5828","SLF1"
"5829","CNDP2"
"5830","MACROD1"
"5831","WDR74"
"5832","RTN3"
"5833","MYH11"
"5834","CEP20"
"5835","MED10"
"5836","PDZD2"
"5837","MORC2"
"5838","LARGE1"
"5839","GSTT2B"
"5840","MYO18B"
"5841","SLC2A11"
"5842","C1QTNF6"
"5843","GGT2P"
"5844","SEC14L4"
"5845","ADCK2"
"5846","MKRN1"
"5847","AGAP3"
"5848","KRBA1"
"5849","ACTR3B"
"5850","BTG1"
"5851","LRRIQ1"
"5852","C12ORF29"
"5853","ATP13A3"
"5854","SFTPD"
"5855","DYDC2"
"5856","TMEM254"
"5857","TMTC1"
"5858","KRAS"
"5859","IPO8"
"5860","LARS1"
"5861","SPINK5"
"5862","IMPA1"
"5863","LRRCC1"
"5864","E2F5"
"5865","CA1"
"5866","CCDC59"
"5867","SWAP70"
"5868","BMAL1"
"5869","LYVE1"
"5870","AMPD3"
"5871","SBF2"
"5872","MICAL2"
"5873","RRAS2"
"5874","HSD17B4"
"5875","ZFC3H1"
"5876","TEX15"
"5877","SARAF"
"5878","RNF122"
"5879","DUSP26"
"5880","DPF2"
"5881","MEN1"
"5882","ERG28"
"5883","DGLUCY"
"5884","UNC79"
"5885","NUMB"
"5886","CATSPERB"
"5887","VRTN"
"5888","COX16"
"5889","TTC9"
"5890","MED6"
"5891","EIF2S1"
"5892","ADAM20"
"5893","LOXL2"
"5894","ELP3"
"5895","PEBP4"
"5896","CTIF"
"5897","MRO"
"5898","MBD2"
"5899","IER3IP1"
"5900","MRPS36"
"5901","CCNB1"
"5902","CDK7"
"5903","IRAK2"
"5904","CAMK1"
"5905","THUMPD3"
"5906","VHL"
"5907","BHLHE40"
"5908","ARL8B"
"5909","EDEM1"
"5910","CNTN6"
"5911","CHL1"
"5912","MEIS2"
"5913","DPH6"
"5914","KATNBL1"
"5915","EMC7"
"5916","TRPM1"
"5917","PRPF38B"
"5918","TSPAN2"
"5919","GSTM3"
"5920","SYT6"
"5921","VAV3"
"5922","PSRC1"
"5923","PTPN22"
"5924","SORT1"
"5925","WNT2B"
"5926","PTGFRN"
"5927","LAMTOR5"
"5928","NOTCH2"
"5929","TRIM45"
"5930","CEPT1"
"5931","CD101"
"5932","NGF"
"5933","AP4B1"
"5934","NAPG"
"5935","SPIRE1"
"5936","PPHLN1"
"5937","FKBP11"
"5938","ARF3"
"5939","TMEM106C"
"5940","SLC38A2"
"5941","YWHAQ"
"5942","KIDINS220"
"5943","GRHL1"
"5944","ROCK2"
"5945","RSAD2"
"5946","MYCN"
"5947","LPIN1"
"5948","CMPK2"
"5949","IAH1"
"5950","LDHA"
"5951","SAA2"
"5952","ANO3"
"5953","IL6ST"
"5954","CFHR4"
"5955","NAV1"
"5956","CDC73"
"5957","TIMM17A"
"5958","CRB1"
"5959","RPS15A"
"5960","NARS1"
"5961","GRP"
"5962","RELCH"
"5963","FBH1"
"5964","RBM17"
"5965","IL2RA"
"5966","ANKRD16"
"5967","ECHDC3"
"5968","IL15RA"
"5969","CCNH"
"5970","HRH4"
"5971","TMEM241"
"5972","KCTD1"
"5973","CABLES1"
"5974","DOCK2"
"5975","EMP1"
"5976","SOX5"
"5977","RERG"
"5978","KLRD1"
"5979","KLRC1"
"5980","SPX"
"5981","PRH2"
"5982","LRP4"
"5983","DDB2"
"5984","ACP2"
"5985","RTL8C"
"5986","RAB33A"
"5987","RBMX2"
"5988","STK26"
"5989","PIWIL4"
"5990","PUM1"
"5991","SPOCD1"
"5992","YARS1"
"5993","PHC2"
"5994","CDCA8"
"5995","GNL2"
"5996","AGO4"
"5997","HOOK1"
"5998","BTF3L4"
"5999","TUT4"
"6000","PRPF38A"
"6001","DSC2"
"6002","RNF138"
"6003","ELP2"
"6004","DSC1"
"6005","DTNA"
"6006","FHOD3"
"6007","TPGS2"
"6008","DAGLA"
"6009","TIMM10"
"6010","CBLIF"
"6011","DHX34"
"6012","FADS2"
"6013","TMEM258"
"6014","TCN1"
"6015","C5AR2"
"6016","TMEM165"
"6017","CLOCK"
"6018","PDGFRA"
"6019","COL4A2"
"6020","CLDN10"
"6021","DZIP1"
"6022","UBAC2"
"6023","ARGLU1"
"6024","BIVM"
"6025","ERCC5"
"6026","TPP2"
"6027","POGLUT2"
"6028","CARS2"
"6029","ARHGAP32"
"6030","STT3A"
"6031","ADAMTS8"
"6032","ACRV1"
"6033","ETS1"
"6034","SLC37A2"
"6035","KLB"
"6036","TMED7"
"6037","APC"
"6038","NREP"
"6039","WDR36"
"6040","OSTF1"
"6041","RFK"
"6042","UBQLN1"
"6043","NAA35"
"6044","C9ORF40"
"6045","ANXA1"
"6046","CTSL"
"6047","CEMIP2"
"6048","AGTPBP1"
"6049","GOLM1"
"6050","ENTREP1"
"6051","PSAT1"
"6052","ISCA1"
"6053","ADAM19"
"6054","HAVCR2"
"6055","CCNJL"
"6056","TAOK3"
"6057","USP30"
"6058","SDS"
"6059","MSI1"
"6060","FBXO21"
"6061","HRK"
"6062","RNFT2"
"6063","P2RX4"
"6064","BICDL1"
"6065","DTX1"
"6066","TRAFD1"
"6067","DMTF1"
"6068","TMEM243"
"6069","CCDC146"
"6070","TMEM60"
"6071","CD36"
"6072","PNPLA8"
"6073","HILPDA"
"6074","GARIN1B"
"6075","RINT1"
"6076","SRPK2"
"6077","KCP"
"6078","MDFIC"
"6079","MTO1"
"6080","ADGRB3"
"6081","ANKRD6"
"6082","KHDC1"
"6083","CEP162"
"6084","SYNCRIP"
"6085","SNX14"
"6086","NT5E"
"6087","MRAP2"
"6088","EPHA7"
"6089","AKIRIN2"
"6090","ORC3"
"6091","LCA5"
"6092","MAP3K7"
"6093","PRR5L"
"6094","LMO2"
"6095","PHF21A"
"6096","NAT10"
"6097","PRRG4"
"6098","CAPRIN1"
"6099","ATP5MC2"
"6100","DNAJC14"
"6101","CD63"
"6102","AVIL"
"6103","GDF11"
"6104","GLS2"
"6105","ITGA7"
"6106","TESPA1"
"6107","FAM186B"
"6108","RDH5"
"6109","AGAP2"
"6110","BLOC1S1"
"6111","CDK4"
"6112","PPP1R1A"
"6113","TSPAN31"
"6114","B4GALNT1"
"6115","TFCP2"
"6116","COQ10A"
"6117","FAIM2"
"6118","PAN2"
"6119","ZC3H10"
"6120","HNRNPA1"
"6121","SLC26A10P"
"6122","ACVR1B"
"6123","OS9"
"6124","MIP"
"6125","KCNH3"
"6126","LTV1"
"6127","MAP7"
"6128","CD164"
"6129","AFG1L"
"6130","NHSL1"
"6131","AHI1"
"6132","PKIB"
"6133","NMBR"
"6134","SMPD2"
"6135","MICAL1"
"6136","REPS1"
"6137","TEC"
"6138","PRADC1"
"6139","SEMA4F"
"6140","CCT7"
"6141","EGR4"
"6142","RAB11FIP5"
"6143","SMYD5"
"6144","DYSF"
"6145","CCDC142"
"6146","EMX1"
"6147","KCNMB4"
"6148","USP15"
"6149","GNS"
"6150","CPM"
"6151","MDM2"
"6152","KLHL36"
"6153","BCO1"
"6154","MPHOSPH6"
"6155","CHST5"
"6156","KIAA0513"
"6157","DYNC1LI2"
"6158","FBXL8"
"6159","FHOD1"
"6160","SLC9A5"
"6161","AGT"
"6162","PCNX2"
"6163","KCNK1"
"6164","URB2"
"6165","EGLN1"
"6166","CAPN9"
"6167","COG2"
"6168","ABCB10"
"6169","NTPCR"
"6170","TAF5L"
"6171","GLUL"
"6172","STX6"
"6173","RGS8"
"6174","RNASEL"
"6175","DHX9"
"6176","KIAA1614"
"6177","CEP350"
"6178","NPL"
"6179","NIBAN1"
"6180","PIGC"
"6181","LAMC1"
"6182","RC3H1"
"6183","GPR55"
"6184","SP110"
"6185","MRPL44"
"6186","PAX3"
"6187","DOCK10"
"6188","TTLL4"
"6189","USP37"
"6190","HTR2B"
"6191","ITM2C"
"6192","SLC19A3"
"6193","SERPINE2"
"6194","DNAJB2"
"6195","WNT10A"
"6196","TMBIM1"
"6197","CYP27A1"
"6198","EIF4E2"
"6199","ARMC9"
"6200","CAB39"
"6201","COX5B"
"6202","REV1"
"6203","TSGA10"
"6204","MFSD9"
"6205","TMEM127"
"6206","TGFBRAP1"
"6207","GCC2"
"6208","MRPS9"
"6209","C2ORF49"
"6210","ANKRD36"
"6211","EPC2"
"6212","ARHGEF4"
"6213","ISCU"
"6214","ALDH1L2"
"6215","STAB2"
"6216","USP44"
"6217","SCYL2"
"6218","CKAP4"
"6219","PLXNC1"
"6220","APPL2"
"6221","PWP1"
"6222","DRAM1"
"6223","WASHC4"
"6224","SLC41A2"
"6225","VILL"
"6226","FLNB"
"6227","NEK3"
"6228","PCDH8"
"6229","VPS36"
"6230","RNASEH2B"
"6231","CKAP2"
"6232","CNMD"
"6233","TBC1D4"
"6234","THSD1"
"6235","BORA"
"6236","LRCH1"
"6237","SUCLA2"
"6238","RCBTB1"
"6239","MED4"
"6240","PHF11"
"6241","COG3"
"6242","LMO7"
"6243","ITM2B"
"6244","SPRY2"
"6245","NUDT15"
"6246","EDNRB"
"6247","RCBTB2"
"6248","LCP1"
"6249","SETDB2"
"6250","SCRN1"
"6251","C7ORF25"
"6252","TNS3"
"6253","SPDYE1"
"6254","CHST12"
"6255","IGF2BP3"
"6256","GPNMB"
"6257","RAPGEF5"
"6258","RAC1"
"6259","KDELR2"
"6260","NUP42"
"6261","ZDHHC4"
"6262","AOAH"
"6263","BZW2"
"6264","DGKB"
"6265","TBRG4"
"6266","DDX56"
"6267","HUS1"
"6268","NACAD"
"6269","DBNL"
"6270","CCM2"
"6271","TTYH3"
"6272","MMD2"
"6273","TTC5"
"6274","ZFHX2"
"6275","MTHFS"
"6276","ADAMTS7"
"6277","ABHD17C"
"6278","IREB2"
"6279","ALPK3"
"6280","TM6SF1"
"6281","CIB2"
"6282","CALCOCO2"
"6283","RSAD1"
"6284","NMT1"
"6285","MYCBPAP"
"6286","SRSF1"
"6287","VEZF1"
"6288","CHAD"
"6289","TACO1"
"6290","TEX2"
"6291","DCAF7"
"6292","LIMD2"
"6293","BRIP1"
"6294","KAT7"
"6295","ACTL6A"
"6296","NDUFB5"
"6297","MRPL47"
"6298","TRA2B"
"6299","SCN2A"
"6300","TBR1"
"6301","MARCHF7"
"6302","ERMN"
"6303","SCN7A"
"6304","TANK"
"6305","SKIL"
"6306","EPRS1"
"6307","HLX"
"6308","VPS45"
"6309","KCTD3"
"6310","RPS6KC1"
"6311","ZNG1B"
"6312","CFC1"
"6313","SMPD4"
"6314","WDR33"
"6315","CCDC115"
"6316","SAP130"
"6317","BIN1"
"6318","IMP4"
"6319","HS6ST1"
"6320","UGGT1"
"6321","GYPC"
"6322","STAM"
"6323","GAD2"
"6324","ABI1"
"6325","YME1L1"
"6326","DNAJC1"
"6327","NIPSNAP3A"
"6328","LRRC8A"
"6329","CDK9"
"6330","TXN"
"6331","ODF2"
"6332","ECPAS"
"6333","TOR1B"
"6334","C9ORF78"
"6335","SMC2"
"6336","TOR1A"
"6337","RALGPS1"
"6338","NIBAN2"
"6339","ST6GALNAC4"
"6340","TMOD1"
"6341","DAB2IP"
"6342","STXBP1"
"6343","SLC2A8"
"6344","ANGPTL2"
"6345","CDK5RAP2"
"6346","ZFP37"
"6347","SLC31A2"
"6348","SLC31A1"
"6349","ZNF189"
"6350","ALDOB"
"6351","STX17"
"6352","PRPF4"
"6353","FPGS"
"6354","USP20"
"6355","BAAT"
"6356","KIF12"
"6357","ATP6V1G1"
"6358","TEX10"
"6359","GARNL3"
"6360","MRPL50"
"6361","DPM2"
"6362","TSTD2"
"6363","GABBR2"
"6364","HEMGN"
"6365","PSMB7"
"6366","TRMO"
"6367","RABEPK"
"6368","GOLGA1"
"6369","XPA"
"6370","NCBP1"
"6371","ANP32B"
"6372","PDCL"
"6373","RPL35"
"6374","CTSV"
"6375","ARPC5L"
"6376","ENPP2"
"6377","DSCC1"
"6378","DERL1"
"6379","MYC"
"6380","CCN3"
"6381","IL33"
"6382","DMAC1"
"6383","RANBP6"
"6384","POLR1E"
"6385","PLAA"
"6386","IL11RA"
"6387","UBAP2"
"6388","APTX"
"6389","RNF38"
"6390","TLN1"
"6391","DNAJB5"
"6392","SPAG8"
"6393","DCTN3"
"6394","CD72"
"6395","TMEM8B"
"6396","GRHPR"
"6397","ALDH1B1"
"6398","HINT2"
"6399","ARHGEF39"
"6400","IGFBPL1"
"6401","DENND4C"
"6402","RPS6"
"6403","CNPY3"
"6404","FOXP4"
"6405","PPIL1"
"6406","KLC4"
"6407","KIF13A"
"6408","ZSCAN9"
"6409","PIM1"
"6410","GMPR"
"6411","CMTR1"
"6412","SLC22A7"
"6413","YIPF3"
"6414","TMEM14B"
"6415","TMEM63B"
"6416","FRS3"
"6417","TJAP1"
"6418","CAPN11"
"6419","TINAG"
"6420","HCRTR2"
"6421","KIAA0319"
"6422","SLC22A23"
"6423","TUBB2A"
"6424","LRRC1"
"6425","FOXF2"
"6426","BPHL"
"6427","RIPK1"
"6428","TUBB2B"
"6429","UQCC2"
"6430","HMGA1"
"6431","FLOT1"
"6432","IER3"
"6433","MDC1"
"6434","PGBD1"
"6435","ATAT1"
"6436","TPMT"
"6437","RNF144B"
"6438","MTCH1"
"6439","VARS2"
"6440","TAF8"
"6441","FAM8A1"
"6442","C6ORF52"
"6443","CPEB2"
"6444","FHDC1"
"6445","TLR2"
"6446","MGARP"
"6447","TTC29"
"6448","MYO7A"
"6449","FCHSD2"
"6450","ARRB1"
"6451","SLCO2B1"
"6452","THAP12"
"6453","ANKRD42"
"6454","IL18BP"
"6455","NUMA1"
"6456","CCDC90B"
"6457","SYTL2"
"6458","RAB30"
"6459","CREBZF"
"6460","PRCP"
"6461","NARS2"
"6462","RNF121"
"6463","MRPL15"
"6464","PI15"
"6465","TTPA"
"6466","GGH"
"6467","SLCO5A1"
"6468","SULF1"
"6469","TGS1"
"6470","SDCBP"
"6471","NEK1"
"6472","DDX60"
"6473","SORL1"
"6474","BUD13"
"6475","TRPC6"
"6476","CFAP300"
"6477","DCUN1D5"
"6478","YAP1"
"6479","SLC37A4"
"6480","POU2F3"
"6481","RDX"
"6482","PPP2R1B"
"6483","FDX1"
"6484","CFAP68"
"6485","FXYD6"
"6486","ARHGAP20"
"6487","FXYD2"
"6488","ALKBH8"
"6489","MAP2K5"
"6490","UNC13C"
"6491","SQOR"
"6492","CTDSPL2"
"6493","SLTM"
"6494","THBS1"
"6495","MAPKBP1"
"6496","NUSAP1"
"6497","NDUFAF1"
"6498","KIF23"
"6499","ITGA11"
"6500","KNL1"
"6501","HAUS2"
"6502","RTF1"
"6503","PARP6"
"6504","RPLP1"
"6505","PAQR5"
"6506","LRRC49"
"6507","TUBGCP4"
"6508","RMDN3"
"6509","ITPKA"
"6510","UACA"
"6511","PLCB2"
"6512","TMEM62"
"6513","PAK6"
"6514","ADAM10"
"6515","DUOX1"
"6516","SLC28A2"
"6517","ZNF280D"
"6518","SEMA6D"
"6519","BCL2L10"
"6520","RSL24D1"
"6521","SPTBN5"
"6522","GCOM1"
"6523","GCHFR"
"6524","BCAR3"
"6525","TTLL7"
"6526","FNBP1L"
"6527","KYAT3"
"6528","GTF2B"
"6529","BRDT"
"6530","RABGGTB"
"6531","GIPC2"
"6532","ARHGAP29"
"6533","SLC44A5"
"6534","DNASE2B"
"6535","DBT"
"6536","RTCA"
"6537","IFT172"
"6538","SELENOI"
"6539","CGREF1"
"6540","HADHB"
"6541","KHK"
"6542","ADCY3"
"6543","PPM1B"
"6544","PNPT1"
"6545","DYNC2LI1"
"6546","LHCGR"
"6547","THUMPD2"
"6548","CYP1B1"
"6549","RAB1A"
"6550","ACTR2"
"6551","PREB"
"6552","SLC5A6"
"6553","ABCG5"
"6554","PREPL"
"6555","SLC3A1"
"6556","EMILIN1"
"6557","FBXO11"
"6558","ATRAID"
"6559","CENPO"
"6560","LRPPRC"
"6561","TRIM54"
"6562","DTNB"
"6563","ACTR1A"
"6564","MFSD13A"
"6565","CYP2C8"
"6566","MYOF"
"6567","LOXL4"
"6568","STAMBPL1"
"6569","CH25H"
"6570","ATAD1"
"6571","BTBD16"
"6572","KIF11"
"6573","CUZD1"
"6574","TACC2"
"6575","DUSP5"
"6576","CALHM2"
"6577","ARL3"
"6578","KIF20B"
"6579","ENTPD1"
"6580","EXOC6"
"6581","PLCE1"
"6582","RBP4"
"6583","DBR1"
"6584","DNAJC13"
"6585","GPR87"
"6586","ANXA7"
"6587","FAM149B1"
"6588","ASCC1"
"6589","PLA2G12B"
"6590","ZNF365"
"6591","OIT3"
"6592","ADAMTS14"
"6593","RPS24"
"6594","TET1"
"6595","DNA2"
"6596","MYPN"
